participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.cash,player.delta_cash,player.n_a,player.t_a,player.bida,player.nbida,player.naska,player.aska,player.di_a,player.n_b,player.t_b,player.bidb,player.nbidb,player.naskb,player.askb,player.di_b,player.n_c,player.t_c,player.bidc,player.nbidc,player.naskc,player.askc,player.di_c,player.cum_payoff,player.cum_payoff_topay,player.pay_display,player.payoff,group.id_in_subsession,group.nav_a,group.nav_b,group.nav,group.p_a,group.q_a,group.d_a,group.p_b,group.q_b,group.d_b,group.p_c,group.q_c,group.d_c,subsession.round_number,subsession.ronda,session.code
1,d2af4q3j,,0,183,183,etfs,Adios,128.200.135.214,2019-05-13 22:27:49.817743+00:00,1,,,945,1,440,-35,8,5,7,6,2,20,-13,2,0,8,9,0,0,-2,0,0,12,5,0,0,0,-15,-15,-15,-15,1,7,20,27,7,8,-1,20,1,-1,12,8,-2,1,1,cu5g7iza
2,x43qm99u,,0,183,183,etfs,Adios,128.200.135.199,2019-05-13 22:27:50.679404+00:00,1,,,633,2,440,0,8,0,2,1,0,0,-8,2,0,1,1,0,0,-2,0,0,0,0,0,0,0,-10,-10,-10,-10,1,7,20,27,7,8,-1,20,1,-1,12,8,-2,1,1,cu5g7iza
3,yilitp9y,,0,184,183,etfs,Adios,128.200.135.201,2019-05-13 22:27:51.996089+00:00,1,,,584,3,440,22,8,-6,28,2,8,1,-2,2,1,20,1,0,0,-3,0,0,0,0,0,0,0,-5,-5,-5,-5,1,7,20,27,7,8,-1,20,1,-1,12,8,-2,1,1,cu5g7iza
4,kmtpki4s,,0,184,183,etfs,Adios,128.200.135.218,2019-05-13 22:27:52.100791+00:00,1,,,609.5,4,396,0,2,0,0,0,0,0,-2,8,0,19,20,0,0,-8,0,0,0,0,0,0,0,-10,-10,-10,-10,1,7,20,27,7,8,-1,20,1,-1,12,8,-2,1,1,cu5g7iza
5,5tjxnc3i,,0,183,183,etfs,Adios,128.200.135.208,2019-05-13 22:27:52.406799+00:00,1,,,891,5,396,-40,2,0,6,5,2,12,-2,8,-1,10,5,8,20,-7,0,5,15,5,0,0,-10,-19,-19,-19,-19,1,7,20,27,7,8,-1,20,1,-1,12,8,-2,1,1,cu5g7iza
6,h7nv1uec,,0,184,183,etfs,Adios,128.200.135.206,2019-05-13 22:27:52.543450+00:00,1,,,575.5,6,396,-19,2,1,10,1,1,25,-3,8,0,5,1,1,25,-8,0,1,20,1,0,0,-2,-13,-13,-13,-13,1,7,20,27,7,8,-1,20,1,-1,12,8,-2,1,1,cu5g7iza
7,fju5wxpa,,0,184,183,etfs,Adios,128.200.135.216,2019-05-13 22:27:52.878625+00:00,1,,,416,7,280,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,12,3,6,17,-24,-24,-24,-24,-24,1,7,20,27,7,8,-1,20,1,-1,12,8,-2,1,1,cu5g7iza
8,xc55n0wh,,0,183,183,etfs,Adios,128.200.135.209,2019-05-13 22:27:54.580790+00:00,1,,,437.5,8,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,-20,-20,-20,-20,-20,1,7,20,27,7,8,-1,20,1,-1,12,8,-2,1,1,cu5g7iza
9,z8z5rcxe,,0,184,183,etfs,Adios,128.200.135.212,2019-05-13 22:27:56.309588+00:00,1,,,368.5,9,280,96,0,0,2,8,0,0,0,0,0,4,10,0,0,0,10,-8,0,0,8,1,-4,-4,-4,-4,-4,1,7,20,27,7,8,-1,20,1,-1,12,8,-2,1,1,cu5g7iza
1,d2af4q3j,,0,183,183,etfs,Adios,128.200.135.214,2019-05-13 22:27:49.817743+00:00,1,,,945,1,405,0,13,0,6,6,6,12,13,2,0,11,2,0,0,2,0,0,11,7,0,0,0,0,0,15,15,1,10,24,34,10,1,1,24,1,1,15,3,2,2,2,cu5g7iza
2,x43qm99u,,0,183,183,etfs,Adios,128.200.135.199,2019-05-13 22:27:50.679404+00:00,1,,,633,2,440,34,8,-1,0,0,1,1,7,2,-1,0,0,1,1,1,0,0,0,0,0,0,0,-2,-2,8,8,1,10,24,34,10,1,1,24,1,1,15,3,2,2,2,cu5g7iza
3,yilitp9y,,0,184,183,etfs,Adios,128.200.135.201,2019-05-13 22:27:51.996089+00:00,1,,,584,3,462,0,2,0,3,8,0,0,2,3,0,21,1,0,0,3,0,0,2,20,0,0,0,0,0,5,5,1,10,24,34,10,1,1,24,1,1,15,3,2,2,2,cu5g7iza
4,kmtpki4s,,0,184,183,etfs,Adios,128.200.135.218,2019-05-13 22:27:52.100791+00:00,1,,,609.5,4,396,-10,2,1,10,10,0,0,3,8,0,22,13,0,0,8,0,0,0,0,0,0,0,1,1,11,11,1,10,24,34,10,1,1,24,1,1,15,3,2,2,2,cu5g7iza
5,5tjxnc3i,,0,183,183,etfs,Adios,128.200.135.208,2019-05-13 22:27:52.406799+00:00,1,,,891,5,356,0,2,0,5,10,0,0,2,7,0,5,10,0,0,7,5,0,0,0,0,0,10,0,0,19,19,1,10,24,34,10,1,1,24,1,1,15,3,2,2,2,cu5g7iza
6,h7nv1uec,,0,184,183,etfs,Adios,128.200.135.206,2019-05-13 22:27:52.543450+00:00,1,,,575.5,6,377,0,3,0,5,1,0,0,3,8,0,12,1,0,0,8,1,0,5,1,0,0,2,0,0,13,13,1,10,24,34,10,1,1,24,1,1,15,3,2,2,2,cu5g7iza
7,fju5wxpa,,0,184,183,etfs,Adios,128.200.135.216,2019-05-13 22:27:52.878625+00:00,1,,,416,7,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,3,10,15,24,0,0,24,24,1,10,24,34,10,1,1,24,1,1,15,3,2,2,2,cu5g7iza
8,xc55n0wh,,0,183,183,etfs,Adios,128.200.135.209,2019-05-13 22:27:54.580790+00:00,1,,,437.5,8,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,0,20,20,1,10,24,34,10,1,1,24,1,1,15,3,2,2,2,cu5g7iza
9,z8z5rcxe,,0,184,183,etfs,Adios,128.200.135.212,2019-05-13 22:27:56.309588+00:00,1,,,368.5,9,376,-24,0,0,10,2,0,0,0,0,1,24,2,0,0,1,2,0,13,1,0,0,4,1,1,5,5,1,10,24,34,10,1,1,24,1,1,15,3,2,2,2,cu5g7iza
1,d2af4q3j,,0,183,183,etfs,Adios,128.200.135.214,2019-05-13 22:27:49.817743+00:00,1,,,945,1,405,1,13,-3,7,4,3,9,10,2,0,15,3,0,0,-2,0,2,16,9,0,0,0,8,8,8,8,1,11,30,41,11,5,1,30,3,-1,16,9,0,3,3,cu5g7iza
2,x43qm99u,,0,183,183,etfs,Adios,128.200.135.199,2019-05-13 22:27:50.679404+00:00,1,,,633,2,474,52,7,-2,1,1,2,1,5,1,-1,1,1,1,1,0,0,0,1,1,0,0,0,3,3,5,5,1,11,30,41,11,5,1,30,3,-1,16,9,0,3,3,cu5g7iza
3,yilitp9y,,0,184,183,etfs,Adios,128.200.135.201,2019-05-13 22:27:51.996089+00:00,1,,,584,3,462,-219,2,3,15,3,0,0,5,3,3,30,4,0,0,-6,0,6,20,6,0,0,0,-1,-1,-1,-1,1,11,30,41,11,5,1,30,3,-1,16,9,0,3,3,cu5g7iza
4,kmtpki4s,,0,184,183,etfs,Adios,128.200.135.218,2019-05-13 22:27:52.100791+00:00,1,,,609.5,4,386,0,3,0,0,0,0,0,3,8,0,27.5,14,0,0,-8,0,0,0,0,0,0,0,-4,-4,-5,-5,1,11,30,41,11,5,1,30,3,-1,16,9,0,3,3,cu5g7iza
5,5tjxnc3i,,0,183,183,etfs,Adios,128.200.135.208,2019-05-13 22:27:52.406799+00:00,1,,,891,5,356,0,2,0,0,0,0,0,2,7,0,0,0,0,0,-7,5,0,15,20,0,0,0,-5,-5,-5,-5,1,11,30,41,11,5,1,30,3,-1,16,9,0,3,3,cu5g7iza
6,h7nv1uec,,0,184,183,etfs,Adios,128.200.135.206,2019-05-13 22:27:52.543450+00:00,1,,,575.5,6,377,76,3,0,0,0,1,12,3,8,-2,0,0,2,15,-6,1,-1,0,0,1,7,0,-3,-3,-3,-3,1,11,30,41,11,5,1,30,3,-1,16,9,0,3,3,cu5g7iza
7,fju5wxpa,,0,184,183,etfs,Adios,128.200.135.216,2019-05-13 22:27:52.878625+00:00,1,,,416,7,256,128,0,0,10,1,0,0,0,0,0,0,0,0,0,0,12,-8,15,5,8,10,0,0,0,0,0,1,11,30,41,11,5,1,30,3,-1,16,9,0,3,3,cu5g7iza
8,xc55n0wh,,0,183,183,etfs,Adios,128.200.135.209,2019-05-13 22:27:54.580790+00:00,1,,,437.5,8,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,11,30,41,11,5,1,30,3,-1,16,9,0,3,3,cu5g7iza
9,z8z5rcxe,,0,184,183,etfs,Adios,128.200.135.212,2019-05-13 22:27:56.309588+00:00,1,,,368.5,9,352,-38,0,2,14,2,0,0,2,1,0,29,2,0,0,-1,2,1,19,1,0,0,0,2,2,1,1,1,11,30,41,11,5,1,30,3,-1,16,9,0,3,3,cu5g7iza
1,d2af4q3j,,0,183,183,etfs,Adios,128.200.135.214,2019-05-13 22:27:49.817743+00:00,1,,,945,1,406,0,10,0,8,5,3,13,10,2,0,15,3,0,0,-2,2,0,15,5,0,0,0,16,16,8,8,1,10,27,37,10,2,1,27,4,-1,20,2,0,4,4,cu5g7iza
2,x43qm99u,,0,183,183,etfs,Adios,128.200.135.199,2019-05-13 22:27:50.679404+00:00,1,,,633,2,526,20,5,-2,0,0,2,1,3,0,0,1,2,0,0,0,0,0,1,2,0,0,0,6,6,3,3,1,10,27,37,10,2,1,27,4,-1,20,2,0,4,4,cu5g7iza
3,yilitp9y,,0,184,183,etfs,Adios,128.200.135.201,2019-05-13 22:27:51.996089+00:00,1,,,584,3,243,-27,5,0,2,14,0,0,5,6,1,34,1,0,0,-7,6,0,4,19,0,0,0,-3,-3,-2,-2,1,10,27,37,10,2,1,27,4,-1,20,2,0,4,4,cu5g7iza
4,kmtpki4s,,0,184,183,etfs,Adios,128.200.135.218,2019-05-13 22:27:52.100791+00:00,1,,,609.5,4,386,-40,3,0,0,0,0,0,3,8,0,0,0,0,0,-8,0,2,20,18,0,0,0,-9,-9,-5,-5,1,10,27,37,10,2,1,27,4,-1,20,2,0,4,4,cu5g7iza
5,5tjxnc3i,,0,183,183,etfs,Adios,128.200.135.208,2019-05-13 22:27:52.406799+00:00,1,,,891,5,356,54,2,0,0,0,0,0,2,7,-2,0,0,7,27,-5,5,0,17,20,0,0,0,-8,-8,-3,-3,1,10,27,37,10,2,1,27,4,-1,20,2,0,4,4,cu5g7iza
6,h7nv1uec,,0,184,183,etfs,Adios,128.200.135.206,2019-05-13 22:27:52.543450+00:00,1,,,575.5,6,453,54,3,0,8,1,2,12,3,6,-2,11,2,2,12,-4,0,0,12,3,0,0,0,-4,-4,-1,-1,1,10,27,37,10,2,1,27,4,-1,20,2,0,4,4,cu5g7iza
7,fju5wxpa,,0,184,183,etfs,Adios,128.200.135.216,2019-05-13 22:27:52.878625+00:00,1,,,416,7,384,40,0,0,0,0,0,0,0,0,0,10,2,0,0,0,4,-2,14,8,2,14,0,0,0,0,0,1,10,27,37,10,2,1,27,4,-1,20,2,0,4,4,cu5g7iza
8,xc55n0wh,,0,183,183,etfs,Adios,128.200.135.209,2019-05-13 22:27:54.580790+00:00,1,,,437.5,8,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,10,27,37,10,2,1,27,4,-1,20,2,0,4,4,cu5g7iza
9,z8z5rcxe,,0,184,183,etfs,Adios,128.200.135.212,2019-05-13 22:27:56.309588+00:00,1,,,368.5,9,314,-101,2,2,15,2,0,0,4,1,3,35,3,0,0,-4,3,0,18,1,0,0,0,2,2,0,0,1,10,27,37,10,2,1,27,4,-1,20,2,0,4,4,cu5g7iza
1,d2af4q3j,,0,183,183,etfs,Adios,128.200.135.214,2019-05-13 22:27:49.817743+00:00,1,,,945,1,406,44,10,-4,7,5,5,11,6,2,0,13,2,0,0,2,2,0,16,4,0,0,4,28,28,12,12,1,11,30,41,11,7,1,30,7,1,25,1,2,5,5,cu5g7iza
2,x43qm99u,,0,183,183,etfs,Adios,128.200.135.199,2019-05-13 22:27:50.679404+00:00,1,,,633,2,546,22,3,-2,0,0,2,2,1,0,0,2,2,0,0,0,0,0,2,2,0,0,0,7,7,1,1,1,11,30,41,11,7,1,30,7,1,25,1,2,5,5,cu5g7iza
3,yilitp9y,,0,184,183,etfs,Adios,128.200.135.201,2019-05-13 22:27:51.996089+00:00,1,,,584,3,216,-14,5,4,12,4,0,0,9,7,-1,0,0,1,30,6,6,0,4,25,0,0,12,24,24,27,27,1,11,30,41,11,7,1,30,7,1,25,1,2,5,5,cu5g7iza
4,kmtpki4s,,0,184,183,etfs,Adios,128.200.135.218,2019-05-13 22:27:52.100791+00:00,1,,,609.5,4,346,-210,3,0,0,0,0,0,3,8,7,30,11,0,0,15,2,0,0,0,0,0,4,13,13,22,22,1,11,30,41,11,7,1,30,7,1,25,1,2,5,5,cu5g7iza
5,5tjxnc3i,,0,183,183,etfs,Adios,128.200.135.208,2019-05-13 22:27:52.406799+00:00,1,,,891,5,410,150,2,0,8,8,0,0,2,5,-5,0,0,5,25,0,5,0,10,25,0,0,10,4,4,12,12,1,11,30,41,11,7,1,30,7,1,25,1,2,5,5,cu5g7iza
6,h7nv1uec,,0,184,183,etfs,Adios,128.200.135.206,2019-05-13 22:27:52.543450+00:00,1,,,575.5,6,507,41,3,-1,1,1,1,1,2,4,-1,1,1,1,1,3,0,0,18,1,0,0,0,1,1,5,5,1,11,30,41,11,7,1,30,7,1,25,1,2,5,5,cu5g7iza
7,fju5wxpa,,0,184,183,etfs,Adios,128.200.135.216,2019-05-13 22:27:52.878625+00:00,1,,,416,7,424,-33,0,3,13,3,0,0,3,0,0,0,0,0,0,0,2,0,25,15,1,15,4,7,7,7,7,1,11,30,41,11,7,1,30,7,1,25,1,2,5,5,cu5g7iza
8,xc55n0wh,,0,183,183,etfs,Adios,128.200.135.209,2019-05-13 22:27:54.580790+00:00,1,,,437.5,8,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,20,20,20,20,1,11,30,41,11,7,1,30,7,1,25,1,2,5,5,cu5g7iza
9,z8z5rcxe,,0,184,183,etfs,Adios,128.200.135.212,2019-05-13 22:27:56.309588+00:00,1,,,368.5,9,213,0,4,0,0,0,0,0,4,4,0,0,0,0,0,4,3,0,24,1,0,0,6,16,16,14,14,1,11,30,41,11,7,1,30,7,1,25,1,2,5,5,cu5g7iza
1,d2af4q3j,,0,183,183,etfs,Adios,128.200.135.214,2019-05-13 22:27:49.817743+00:00,1,,,945,1,450,0,6,0,7,20,0,0,-6,2,0,13,3,0,0,-2,2,0,18,7,0,0,-4,16,16,-12,-12,1,12,35,47,12,5,-1,35,2,-1,29,1,-2,6,6,cu5g7iza
