participant.id_in_session,participant.code,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.cash,player.delta_cash,player.n_a,player.t_a,player.bida,player.nbida,player.naska,player.aska,player.di_a,player.n_b,player.t_b,player.bidb,player.nbidb,player.naskb,player.askb,player.di_b,player.n_c,player.t_c,player.bidc,player.nbidc,player.naskc,player.askc,player.di_c,player.cum_payoff,player.cum_payoff_topay,player.pay_display,player.payoff,group.id_in_subsession,group.nav_a,group.nav_b,group.nav,group.p_a,group.q_a,group.d_a,group.p_b,group.q_b,group.d_b,group.p_c,group.q_c,group.d_c,subsession.round_number,subsession.ronda,session.code
1,iggr5048,0,184,183,etfs,Adios,128.200.135.206,2018-10-18 22:28:17.609321+00:00,1,,,6160.3,1,452.5,-30,3,0,9,2,0,0,3,1,0,12,1,0,0,0,2,1,30,2,0,0,3,4060,0,488.5,0,1,10,15,25,0,0,1,0,0,0,30,3,1,9,9,3qygj8mp
2,pwo28ffe,0,184,183,etfs,Adios,128.200.135.212,2018-10-18 22:28:18.987517+00:00,1,,,7442,2,466,0,10,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,10,5,0,0,0,4271,0,476,0,1,10,15,25,0,0,1,0,0,0,30,3,1,9,9,3qygj8mp
3,yls3cu7p,0,184,183,etfs,Adios,128.200.135.214,2018-10-18 22:28:19.928369+00:00,1,,,6565.9,3,502,0,3,0,1,1,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,4305,0,505,0,1,10,15,25,0,0,1,0,0,0,30,3,1,9,9,3qygj8mp
4,vguqr6ow,0,184,183,etfs,Adios,128.200.135.209,2018-10-18 22:28:20.922545+00:00,1,,,6254.8,4,342,30,3,0,8,2,2,12,3,10,0,10,3,5,14.2,0,2,-1,20,2,1,26.5,1,3284,0,316,0,1,10,15,25,0,0,1,0,0,0,30,3,1,9,9,3qygj8mp
5,hsqjyan4,0,184,183,etfs,Adios,128.200.135.199,2018-10-18 22:28:20.827886+00:00,1,,,5729.4,5,370,0,4,0,0,0,0,0,4,7,0,0,0,0,0,0,4,0,0,0,0,0,4,3430,0,378,0,1,10,15,25,0,0,1,0,0,0,30,3,1,9,9,3qygj8mp
6,xywi1yvc,0,184,183,etfs,Adios,128.200.135.216,2018-10-18 22:28:21.141582+00:00,1,,,3332.5,6,90,-60,0,0,11,2,0,0,0,11,0,0,0,0,0,0,10,2,34,2,0,0,12,2520,0,162,0,1,10,15,25,0,0,1,0,0,0,30,3,1,9,9,3qygj8mp
7,r0ld178q,0,183,183,etfs,Adios,128.200.135.201,2018-10-18 22:28:21.216749+00:00,1,,,5583,7,509.5,0,0,0,2,0,0,12,0,0,0,4,0,0,11,0,0,0,12,0,0,8,0,3146,0,509.5,0,1,10,15,25,0,0,1,0,0,0,30,3,1,9,9,3qygj8mp
8,tvkxmgs8,0,183,183,etfs,Adios,128.200.135.218,2018-10-18 22:28:21.333093+00:00,1,,,7327,8,432,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,100,0,3208,0,432,0,1,10,15,25,0,0,1,0,0,0,30,3,1,9,9,3qygj8mp
9,n30r442n,0,184,183,etfs,Adios,128.200.135.208,2018-10-18 22:28:22.955609+00:00,1,,,3953.5,9,184,60,7,0,9,2,0,0,7,0,0,10,1,0,0,0,12,-2,0,0,2,30,10,2028,0,141,0,1,10,15,25,0,0,1,0,0,0,30,3,1,9,9,3qygj8mp
1,iggr5048,0,184,183,etfs,Adios,128.200.135.206,2018-10-18 22:28:17.609321+00:00,1,,,6160.3,1,422.5,-28,3,0,10,1,0,0,-3,1,2,15,2,0,0,6,3,0,0,0,0,0,3,4516.5,0,456.5,0,1,10,14,24,0,0,-1,14,2,2,0,0,1,10,10,3qygj8mp
2,pwo28ffe,0,184,183,etfs,Adios,128.200.135.212,2018-10-18 22:28:18.987517+00:00,1,,,7442,2,466,0,10,0,0,0,1,20,-10,0,0,0,0,0,0,0,0,0,10,2,0,0,0,4727,0,456,0,1,10,14,24,0,0,-1,14,2,2,0,0,1,10,10,3qygj8mp
3,yls3cu7p,0,184,183,etfs,Adios,128.200.135.214,2018-10-18 22:28:19.928369+00:00,1,,,6565.9,3,502,0,3,0,0,0,0,0,-3,1,0,1,1,0,0,2,0,0,0,0,0,0,0,4806,0,501,0,1,10,14,24,0,0,-1,14,2,2,0,0,1,10,10,3qygj8mp
4,vguqr6ow,0,184,183,etfs,Adios,128.200.135.209,2018-10-18 22:28:20.922545+00:00,1,,,6254.8,4,372,0,3,0,7,3,2,11,-3,10,0,8,2,5,14.2,20,1,0,22,1,1,30,1,3674,0,390,0,1,10,14,24,0,0,-1,14,2,2,0,0,1,10,10,3qygj8mp
5,hsqjyan4,0,184,183,etfs,Adios,128.200.135.199,2018-10-18 22:28:20.827886+00:00,1,,,5729.4,5,370,0,4,0,0,0,0,0,-4,7,0,0,0,0,0,14,4,0,0,0,0,0,4,3814,0,384,0,1,10,14,24,0,0,-1,14,2,2,0,0,1,10,10,3qygj8mp
6,xywi1yvc,0,184,183,etfs,Adios,128.200.135.216,2018-10-18 22:28:21.141582+00:00,1,,,3332.5,6,30,28,0,0,0,0,0,0,0,11,-2,0,0,5,14,18,12,0,0,0,0,0,12,2552,0,32,0,1,10,14,24,0,0,-1,14,2,2,0,0,1,10,10,3qygj8mp
7,r0ld178q,0,183,183,etfs,Adios,128.200.135.201,2018-10-18 22:28:21.216749+00:00,1,,,5583,7,509.5,0,0,0,0,0,0,12,0,0,0,4,1,0,7,0,0,0,10,2,0,10,0,3655.5,0,509.5,0,1,10,14,24,0,0,-1,14,2,2,0,0,1,10,10,3qygj8mp
8,tvkxmgs8,0,183,183,etfs,Adios,128.200.135.218,2018-10-18 22:28:21.333093+00:00,1,,,7327,8,432,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,200,0,200,0,3640,0,432,0,1,10,14,24,0,0,-1,14,2,2,0,0,1,10,10,3qygj8mp
9,n30r442n,0,184,183,etfs,Adios,128.200.135.208,2018-10-18 22:28:22.955609+00:00,1,,,3953.5,9,244,0,7,0,9,2,0,0,-7,0,0,10,1,0,0,0,10,0,0,0,2,32,10,2275,0,247,0,1,10,14,24,0,0,-1,14,2,2,0,0,1,10,10,3qygj8mp
1,iggr5048,0,184,183,etfs,Adios,128.200.135.206,2018-10-18 22:28:17.609321+00:00,1,,,6160.3,1,394.5,-50.5,3,2,11,2,0,0,5,3,0,0,0,0,0,0,3,1,30,1,0,0,4,4970.5,0,454,0,1,10.25,14,24.25,10.25,2,1,0,0,0,30,2,1,11,11,3qygj8mp
2,pwo28ffe,0,184,183,etfs,Adios,128.200.135.212,2018-10-18 22:28:18.987517+00:00,1,,,7442,2,466,20.5,10,-2,0,0,2,10,8,0,0,10,3,0,0,0,0,0,0,0,0,0,0,5180.5,0,453.5,0,1,10.25,14,24.25,10.25,2,1,0,0,0,30,2,1,11,11,3qygj8mp
3,yls3cu7p,0,184,183,etfs,Adios,128.200.135.214,2018-10-18 22:28:19.928369+00:00,1,,,6565.9,3,502,0,3,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5311,0,505,0,1,10.25,14,24.25,10.25,2,1,0,0,0,30,2,1,11,11,3qygj8mp
4,vguqr6ow,0,184,183,etfs,Adios,128.200.135.209,2018-10-18 22:28:20.922545+00:00,1,,,6254.8,4,372,30,3,0,9,3,2,10.5,3,10,0,10.5,3,6,13.5,0,1,-1,21.5,3,1,30,0,4019,0,345,0,1,10.25,14,24.25,10.25,2,1,0,0,0,30,2,1,11,11,3qygj8mp
5,hsqjyan4,0,184,183,etfs,Adios,128.200.135.199,2018-10-18 22:28:20.827886+00:00,1,,,5729.4,5,370,0,4,0,0,0,1,12,4,7,0,0,0,1,15,0,4,0,0,0,0,0,4,4192,0,378,0,1,10.25,14,24.25,10.25,2,1,0,0,0,30,2,1,11,11,3qygj8mp
6,xywi1yvc,0,184,183,etfs,Adios,128.200.135.216,2018-10-18 22:28:21.141582+00:00,1,,,3332.5,6,58,-30,0,0,0,0,0,0,0,9,0,0,0,2,14,0,12,1,34,1,0,0,13,2653,0,101,0,1,10.25,14,24.25,10.25,2,1,0,0,0,30,2,1,11,11,3qygj8mp
7,r0ld178q,0,183,183,etfs,Adios,128.200.135.201,2018-10-18 22:28:21.216749+00:00,1,,,5583,7,509.5,0,0,0,8,1,0,9,0,0,0,7,1,0,7,0,0,0,9,0,0,10,0,4165,0,509.5,0,1,10.25,14,24.25,10.25,2,1,0,0,0,30,2,1,11,11,3qygj8mp
8,tvkxmgs8,0,183,183,etfs,Adios,128.200.135.218,2018-10-18 22:28:21.333093+00:00,1,,,7327,8,432,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,50,0,4072,0,432,0,1,10.25,14,24.25,10.25,2,1,0,0,0,30,2,1,11,11,3qygj8mp
9,n30r442n,0,184,183,etfs,Adios,128.200.135.208,2018-10-18 22:28:22.955609+00:00,1,,,3953.5,9,244,30,7,0,9,1,0,0,7,0,0,10,1,0,0,0,10,-1,0,0,2,30,9,2505,0,230,0,1,10.25,14,24.25,10.25,2,1,0,0,0,30,2,1,11,11,3qygj8mp
1,iggr5048,0,184,183,etfs,Adios,128.200.135.206,2018-10-18 22:28:17.609321+00:00,1,,,6160.3,1,344,0,5,0,0,0,1,11,5,3,0,0,0,1,20,0,4,0,28,1,0,0,4,5323.5,0,353,0,1,10.25,14,24.25,0,0,1,0,0,0,0,0,1,12,12,3qygj8mp
2,pwo28ffe,0,184,183,etfs,Adios,128.200.135.212,2018-10-18 22:28:18.987517+00:00,1,,,7442,2,486.5,0,8,0,0,0,2,10,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5675,0,494.5,0,1,10.25,14,24.25,0,0,1,0,0,0,0,0,1,12,12,3qygj8mp
3,yls3cu7p,0,184,183,etfs,Adios,128.200.135.214,2018-10-18 22:28:19.928369+00:00,1,,,6565.9,3,502,0,3,0,2,2,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5816,0,505,0,1,10.25,14,24.25,0,0,1,0,0,0,0,0,1,12,12,3qygj8mp
4,vguqr6ow,0,184,183,etfs,Adios,128.200.135.209,2018-10-18 22:28:20.922545+00:00,1,,,6254.8,4,402,0,3,0,9,2,2,10.25,3,10,0,11,3,5,13.1,0,0,0,0,0,0,0,0,4424,0,405,0,1,10.25,14,24.25,0,0,1,0,0,0,0,0,1,12,12,3qygj8mp
5,hsqjyan4,0,184,183,etfs,Adios,128.200.135.199,2018-10-18 22:28:20.827886+00:00,1,,,5729.4,5,370,0,4,0,0,0,0,0,4,7,0,0,0,1,15,0,4,0,0,0,1,29,4,4570,0,378,0,1,10.25,14,24.25,0,0,1,0,0,0,0,0,1,12,12,3qygj8mp
6,xywi1yvc,0,184,183,etfs,Adios,128.200.135.216,2018-10-18 22:28:21.141582+00:00,1,,,3332.5,6,28,0,0,0,0,0,0,0,0,9,0,0,0,3,13.5,0,13,0,0,0,0,0,13,2694,0,41,0,1,10.25,14,24.25,0,0,1,0,0,0,0,0,1,12,12,3qygj8mp
7,r0ld178q,0,183,183,etfs,Adios,128.200.135.201,2018-10-18 22:28:21.216749+00:00,1,,,5583,7,509.5,0,0,0,4,1,0,8,0,0,0,8,0,0,13,0,0,0,20,1,0,8,0,4674.5,0,509.5,0,1,10.25,14,24.25,0,0,1,0,0,0,0,0,1,12,12,3qygj8mp
8,tvkxmgs8,0,183,183,etfs,Adios,128.200.135.218,2018-10-18 22:28:21.333093+00:00,1,,,7327,8,432,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,100,0,4504,0,432,0,1,10.25,14,24.25,0,0,1,0,0,0,0,0,1,12,12,3qygj8mp
9,n30r442n,0,184,183,etfs,Adios,128.200.135.208,2018-10-18 22:28:22.955609+00:00,1,,,3953.5,9,274,0,7,0,9,3,0,0,7,0,0,10,1,0,0,0,9,0,0,0,1,32,9,2795,0,290,0,1,10.25,14,24.25,0,0,1,0,0,0,0,0,1,12,12,3qygj8mp
1,iggr5048,0,184,183,etfs,Adios,128.200.135.206,2018-10-18 22:28:17.609321+00:00,1,,,6160.3,1,344,-12.8,5,0,0,0,1,11,5,3,1,15,1,0,0,0,4,0,25,1,0,0,4,5689.3,0,365.8,0,1,10.2,12.8,23,10.2,1,1,12.8,2,0,0,0,1,13,13,3qygj8mp
2,pwo28ffe,0,184,183,etfs,Adios,128.200.135.212,2018-10-18 22:28:18.987517+00:00,1,,,7442,2,486.5,0,8,0,0,0,1,15,8,0,0,0,0,0,0,0,0,0,10,1,0,0,0,6169.5,0,494.5,0,1,10.2,12.8,23,10.2,1,1,12.8,2,0,0,0,1,13,13,3qygj8mp
3,yls3cu7p,0,184,183,etfs,Adios,128.200.135.214,2018-10-18 22:28:19.928369+00:00,1,,,6565.9,3,502,0,3,0,2,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6321,0,505,0,1,10.2,12.8,23,10.2,1,1,12.8,2,0,0,0,1,13,13,3qygj8mp
4,vguqr6ow,0,184,183,etfs,Adios,128.200.135.209,2018-10-18 22:28:20.922545+00:00,1,,,6254.8,4,402,35.8,3,-1,8,2,3,10.2,2,10,-2,10.3,4,10,12.8,0,0,0,19,2,0,0,0,4792.2,0,368.2,0,1,10.2,12.8,23,10.2,1,1,12.8,2,0,0,0,1,13,13,3qygj8mp
5,hsqjyan4,0,184,183,etfs,Adios,128.200.135.199,2018-10-18 22:28:20.827886+00:00,1,,,5729.4,5,370,0,4,0,0,0,1,12,4,7,0,0,0,1,15,0,4,0,0,0,1,28,4,4948,0,378,0,1,10.2,12.8,23,10.2,1,1,12.8,2,0,0,0,1,13,13,3qygj8mp
6,xywi1yvc,0,184,183,etfs,Adios,128.200.135.216,2018-10-18 22:28:21.141582+00:00,1,,,3332.5,6,28,-10.2,0,1,11,1,0,0,1,9,0,0,0,3,13,0,13,0,0,0,0,0,13,2746.2,0,52.2,0,1,10.2,12.8,23,10.2,1,1,12.8,2,0,0,0,1,13,13,3qygj8mp
7,r0ld178q,0,183,183,etfs,Adios,128.200.135.201,2018-10-18 22:28:21.216749+00:00,1,,,5583,7,509.5,-12.8,0,0,15,0,0,6,0,0,1,17,1,0,8,0,0,0,8,0,0,9,0,5196.8,0,522.3,0,1,10.2,12.8,23,10.2,1,1,12.8,2,0,0,0,1,13,13,3qygj8mp
8,tvkxmgs8,0,183,183,etfs,Adios,128.200.135.218,2018-10-18 22:28:21.333093+00:00,1,,,7327,8,432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4936,0,432,0,1,10.2,12.8,23,10.2,1,1,12.8,2,0,0,0,1,13,13,3qygj8mp
9,n30r442n,0,184,183,etfs,Adios,128.200.135.208,2018-10-18 22:28:22.955609+00:00,1,,,3953.5,9,274,0,7,0,9,1,0,0,7,0,0,10,1,0,0,0,9,0,20,1,0,0,9,3085,0,290,0,1,10.2,12.8,23,10.2,1,1,12.8,2,0,0,0,1,13,13,3qygj8mp
1,iggr5048,0,184,183,etfs,Adios,128.200.135.206,2018-10-18 22:28:17.609321+00:00,1,,,6160.3,1,331.2,-10,5,0,0,0,0,0,-5,4,1,13,1,0,0,10,4,0,25,1,0,0,4,6039.5,0,350.2,0,1,10.5,10,20.5,10.5,1,-1,10,2,2,0,0,1,14,14,3qygj8mp
2,pwo28ffe,0,184,183,etfs,Adios,128.200.135.212,2018-10-18 22:28:18.987517+00:00,1,,,7442,2,486.5,0,8,0,0,0,1,12,-8,0,0,0,0,0,0,0,0,0,10,1,0,0,0,6648,0,478.5,0,1,10.5,10,20.5,10.5,1,-1,10,2,2,0,0,1,14,14,3qygj8mp
3,yls3cu7p,0,184,183,etfs,Adios,128.200.135.214,2018-10-18 22:28:19.928369+00:00,1,,,6565.9,3,502,0,3,0,2,2,0,0,-3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6822,0,501,0,1,10.5,10,20.5,10.5,1,-1,10,2,2,0,0,1,14,14,3qygj8mp
4,vguqr6ow,0,184,183,etfs,Adios,128.200.135.209,2018-10-18 22:28:20.922545+00:00,1,,,6254.8,4,437.8,10.5,2,-1,8,3,2,10.5,-1,8,0,9.9,3,5,12.3,16,0,0,17,2,0,0,0,5234.5,0,442.3,0,1,10.5,10,20.5,10.5,1,-1,10,2,2,0,0,1,14,14,3qygj8mp
5,hsqjyan4,0,184,183,etfs,Adios,128.200.135.199,2018-10-18 22:28:20.827886+00:00,1,,,5729.4,5,370,0,4,0,0,0,1,11,-4,7,0,0,0,1,13,14,4,0,0,0,0,0,4,5332,0,384,0,1,10.5,10,20.5,10.5,1,-1,10,2,2,0,0,1,14,14,3qygj8mp
6,xywi1yvc,0,184,183,etfs,Adios,128.200.135.216,2018-10-18 22:28:21.141582+00:00,1,,,3332.5,6,17.8,9.5,1,1,11.25,1,0,0,-2,9,-2,0,0,6,10,14,13,0,0,0,0,0,13,2779.5,0,33.3,0,1,10.5,10,20.5,10.5,1,-1,10,2,2,0,0,1,14,14,3qygj8mp
7,r0ld178q,0,183,183,etfs,Adios,128.200.135.201,2018-10-18 22:28:21.216749+00:00,1,,,5583,7,496.7,0,0,0,7,0,0,10,0,1,0,5,1,0,9,2,0,0,9,0,0,5,0,5695.5,0,498.7,0,1,10.5,10,20.5,10.5,1,-1,10,2,2,0,0,1,14,14,3qygj8mp
8,tvkxmgs8,0,183,183,etfs,Adios,128.200.135.218,2018-10-18 22:28:21.333093+00:00,1,,,7327,8,432,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,500,0,5368,0,432,0,1,10.5,10,20.5,10.5,1,-1,10,2,2,0,0,1,14,14,3qygj8mp
9,n30r442n,0,184,183,etfs,Adios,128.200.135.208,2018-10-18 22:28:22.955609+00:00,1,,,3953.5,9,274,-10,7,0,9,1,0,0,-7,0,1,10,1,0,0,2,9,0,0,0,1,30,9,3373,0,288,0,1,10.5,10,20.5,10.5,1,-1,10,2,2,0,0,1,14,14,3qygj8mp
1,iggr5048,0,184,183,etfs,Adios,128.200.135.206,2018-10-18 22:28:17.609321+00:00,1,,,6160.3,1,321.2,-9.25,5,0,0,0,0,0,5,5,1,10,1,0,0,0,4,0,25,1,0,0,4,6569,0,529.5,0,1,10,9.25,19.25,10,1,1,9.25,1,0,0,0,1,15,15,3qygj8mp
2,pwo28ffe,0,184,183,etfs,Adios,128.200.135.212,2018-10-18 22:28:18.987517+00:00,1,,,7442,2,486.5,10,8,-1,0,0,1,10,7,0,0,0,0,0,0,0,0,0,10,1,0,0,0,7201.5,0,553.5,0,1,10,9.25,19.25,10,1,1,9.25,1,0,0,0,1,15,15,3qygj8mp
3,yls3cu7p,0,184,183,etfs,Adios,128.200.135.214,2018-10-18 22:28:19.928369+00:00,1,,,6565.9,3,502,0,3,0,1,3,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7367,0,545,0,1,10,9.25,19.25,10,1,1,9.25,1,0,0,0,1,15,15,3qygj8mp
4,vguqr6ow,0,184,183,etfs,Adios,128.200.135.209,2018-10-18 22:28:20.922545+00:00,1,,,6254.8,4,448.3,0,1,0,8,2,1,10.5,1,8,0,8,2,5,10.5,0,0,0,15,4,0,0,0,5773.8,0,539.3,0,1,10,9.25,19.25,10,1,1,9.25,1,0,0,0,1,15,15,3qygj8mp
5,hsqjyan4,0,184,183,etfs,Adios,128.200.135.199,2018-10-18 22:28:20.827886+00:00,1,,,5729.4,5,370,0,4,0,0,0,1,11,4,7,0,0,0,0,0,0,4,0,0,0,0,0,4,5900,0,568,0,1,10,9.25,19.25,10,1,1,9.25,1,0,0,0,1,15,15,3qygj8mp
6,xywi1yvc,0,184,183,etfs,Adios,128.200.135.216,2018-10-18 22:28:21.141582+00:00,1,,,3332.5,6,27.3,9.25,2,0,0,0,0,0,2,7,-1,0,0,4,9.25,0,13,0,0,0,0,0,13,3152.6,0,373.1,0,1,10,9.25,19.25,10,1,1,9.25,1,0,0,0,1,15,15,3qygj8mp
7,r0ld178q,0,183,183,etfs,Adios,128.200.135.201,2018-10-18 22:28:21.216749+00:00,1,,,5583,7,496.7,-10,0,1,10,1,0,10,1,1,0,5,1,0,5,0,0,0,1,0,0,4,0,6223.2,0,527.7,0,1,10,9.25,19.25,10,1,1,9.25,1,0,0,0,1,15,15,3qygj8mp
8,tvkxmgs8,0,183,183,etfs,Adios,128.200.135.218,2018-10-18 22:28:21.333093+00:00,1,,,7327,8,432,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1000,0,5800,0,432,0,1,10,9.25,19.25,10,1,1,9.25,1,0,0,0,1,15,15,3qygj8mp
9,n30r442n,0,184,183,etfs,Adios,128.200.135.208,2018-10-18 22:28:22.955609+00:00,1,,,3953.5,9,264,0,7,0,9,1,0,0,7,1,0,0,0,0,0,0,9,0,20,1,0,0,9,3913,0,540,0,1,10,9.25,19.25,10,1,1,9.25,1,0,0,0,1,15,15,3qygj8mp
1,iggr5048,0,184,183,etfs,Adios,128.200.135.206,2018-10-18 22:28:17.609321+00:00,1,,,6160.3,1,440,-19,8,-1,0,0,2,11,-7,2,0,15,1,0,0,2,0,1,30,2,0,0,0,454,454,454,454,1,11,15,26,11,1,-1,15,1,1,30,1,0,16,1,3qygj8mp
2,pwo28ffe,0,184,183,etfs,Adios,128.200.135.212,2018-10-18 22:28:18.987517+00:00,1,,,7442,2,440,0,8,0,0,0,1,20,-8,2,0,0,0,0,0,2,0,0,10,1,0,0,0,434,434,434,434,1,11,15,26,11,1,-1,15,1,1,30,1,0,16,1,3qygj8mp
3,yls3cu7p,0,184,183,etfs,Adios,128.200.135.214,2018-10-18 22:28:19.928369+00:00,1,,,6565.9,3,440,0,8,0,1,1,0,0,-8,2,0,1,1,0,0,2,0,0,0,0,0,0,0,434,434,434,434,1,11,15,26,11,1,-1,15,1,1,30,1,0,16,1,3qygj8mp
4,vguqr6ow,0,184,183,etfs,Adios,128.200.135.209,2018-10-18 22:28:20.922545+00:00,1,,,6254.8,4,396,-15,2,0,8,5,2,13,-2,8,1,15,3,5,22,9,0,0,24,4,0,0,0,418,418,418,418,1,11,15,26,11,1,-1,15,1,1,30,1,0,16,1,3qygj8mp
5,hsqjyan4,0,184,183,etfs,Adios,128.200.135.199,2018-10-18 22:28:20.827886+00:00,1,,,5729.4,5,396,4,2,1,12,1,0,0,-3,8,-1,0,0,1,15,7,0,0,15,2,0,0,0,396,396,396,396,1,11,15,26,11,1,-1,15,1,1,30,1,0,16,1,3qygj8mp
6,xywi1yvc,0,184,183,etfs,Adios,128.200.135.216,2018-10-18 22:28:21.141582+00:00,1,,,3332.5,6,396,0,2,0,0,0,0,0,-2,8,0,10,4,0,0,8,0,0,18,2,0,0,0,402,402,402,402,1,11,15,26,11,1,-1,15,1,1,30,1,0,16,1,3qygj8mp
7,r0ld178q,0,183,183,etfs,Adios,128.200.135.201,2018-10-18 22:28:21.216749+00:00,1,,,5583,7,280,30,0,0,7,0,0,8,0,0,0,8,0,0,4,0,10,-1,10,3,1,9,0,250,250,250,250,1,11,15,26,11,1,-1,15,1,1,30,1,0,16,1,3qygj8mp
8,tvkxmgs8,0,183,183,etfs,Adios,128.200.135.218,2018-10-18 22:28:21.333093+00:00,1,,,7327,8,280,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,0,1,1,0,500,0,280,280,280,280,1,11,15,26,11,1,-1,15,1,1,30,1,0,16,1,3qygj8mp
9,n30r442n,0,184,183,etfs,Adios,128.200.135.208,2018-10-18 22:28:22.955609+00:00,1,,,3953.5,9,280,0,0,0,8,3,0,0,0,0,0,5,3,0,0,0,10,0,14,2,0,0,0,280,280,280,280,1,11,15,26,11,1,-1,15,1,1,30,1,0,16,1,3qygj8mp
1,iggr5048,0,184,183,etfs,Adios,128.200.135.206,2018-10-18 22:28:17.609321+00:00,1,,,6160.3,1,421,0,7,0,0,0,1,11,7,2,0,14,1,0,0,-2,1,0,30,1,0,0,0,880,880,426,426,1,10,18,28,10,1,1,18,2,-1,38,2,0,17,2,3qygj8mp
2,pwo28ffe,0,184,183,etfs,Adios,128.200.135.212,2018-10-18 22:28:18.987517+00:00,1,,,7442,2,440,28,8,-1,0,0,1,10,7,2,-1,0,0,1,15,-1,0,0,0,0,0,10,0,852,852,418,418,1,10,18,28,10,1,1,18,2,-1,38,2,0,17,2,3qygj8mp
3,yls3cu7p,0,184,183,etfs,Adios,128.200.135.214,2018-10-18 22:28:19.928369+00:00,1,,,6565.9,3,440,0,8,0,2,2,0,0,8,2,0,1,1,0,0,-2,0,0,0,0,0,0,0,880,880,446,446,1,10,18,28,10,1,1,18,2,-1,38,2,0,17,2,3qygj8mp
4,vguqr6ow,0,184,183,etfs,Adios,128.200.135.209,2018-10-18 22:28:20.922545+00:00,1,,,6254.8,4,381,18,2,0,8,3,2,12,2,9,-1,14.5,3,5,18,-8,0,0,25,2,0,0,0,775,775,357,357,1,10,18,28,10,1,1,18,2,-1,38,2,0,17,2,3qygj8mp
5,hsqjyan4,0,184,183,etfs,Adios,128.200.135.199,2018-10-18 22:28:20.827886+00:00,1,,,5729.4,5,400,0,3,0,0,0,0,0,3,7,0,0,0,0,0,-7,0,0,27,2,0,0,0,792,792,396,396,1,10,18,28,10,1,1,18,2,-1,38,2,0,17,2,3qygj8mp
6,xywi1yvc,0,184,183,etfs,Adios,128.200.135.216,2018-10-18 22:28:21.141582+00:00,1,,,3332.5,6,396,-112,2,0,0,0,0,0,2,8,2,19,2,0,0,-10,0,2,38,4,0,0,0,902,902,500,500,1,10,18,28,10,1,1,18,2,-1,38,2,0,17,2,3qygj8mp
7,r0ld178q,0,183,183,etfs,Adios,128.200.135.201,2018-10-18 22:28:21.216749+00:00,1,,,5583,7,310,0,0,0,9,1,0,12,0,0,0,7,1,0,8,0,9,0,15,0,0,6,0,560,560,310,310,1,10,18,28,10,1,1,18,2,-1,38,2,0,17,2,3qygj8mp
8,tvkxmgs8,0,183,183,etfs,Adios,128.200.135.218,2018-10-18 22:28:21.333093+00:00,1,,,7327,8,280,76,0,0,1,0,0,5,0,0,0,1,0,0,0,0,10,-2,1,2,2,6,0,484,484,204,204,1,10,18,28,10,1,1,18,2,-1,38,2,0,17,2,3qygj8mp
9,n30r442n,0,184,183,etfs,Adios,128.200.135.208,2018-10-18 22:28:22.955609+00:00,1,,,3953.5,9,280,-10,0,1,10,3,0,0,1,0,0,10,1,0,0,0,10,0,15,1,0,0,0,571,571,291,291,1,10,18,28,10,1,1,18,2,-1,38,2,0,17,2,3qygj8mp
1,iggr5048,0,184,183,etfs,Adios,128.200.135.206,2018-10-18 22:28:17.609321+00:00,1,,,6160.3,1,421,-40,7,0,0,0,2,10,-7,2,1,15,2,0,0,3,1,1,32,1,0,0,0,1337,1337,457,457,1,9.75,15,24.75,9.75,1,-1,15,1,1,25,8,0,18,3,3qygj8mp
2,pwo28ffe,0,184,183,etfs,Adios,128.200.135.212,2018-10-18 22:28:18.987517+00:00,1,,,7442,2,468,15,7,0,0,0,1,11,-7,1,-1,0,0,1,15,0,0,0,0,0,0,10,0,1298,1298,446,446,1,9.75,15,24.75,9.75,1,-1,15,1,1,25,8,0,18,3,3qygj8mp
3,yls3cu7p,0,184,183,etfs,Adios,128.200.135.214,2018-10-18 22:28:19.928369+00:00,1,,,6565.9,3,440,-9.75,8,1,11,1,0,0,-9,2,0,12,2,0,0,2,0,0,0,0,0,0,0,1322.8,1322.8,442.8,442.8,1,9.75,15,24.75,9.75,1,-1,15,1,1,25,8,0,18,3,3qygj8mp
