participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.cash,player.delta_cash,player.n_a,player.t_a,player.bida,player.nbida,player.naska,player.aska,player.di_a,player.n_b,player.t_b,player.bidb,player.nbidb,player.naskb,player.askb,player.di_b,player.n_c,player.t_c,player.bidc,player.nbidc,player.naskc,player.askc,player.di_c,player.cum_payoff,player.cum_payoff_topay,player.pay_display,player.payoff,group.id_in_subsession,group.nav_a,group.nav_b,group.nav,group.p_a,group.q_a,group.d_a,group.p_b,group.q_b,group.d_b,group.p_c,group.q_c,group.d_c,subsession.round_number,subsession.ronda,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
3,nuwqm5dq,,0,184,183,etfs2,Adios,128.200.135.208,2019-05-01 20:25:34.922010+00:00,1,,,704,3,562,0,4,0,0,0,3,38,-4,1,0,3,30,0,0,2,0,0,,,,,0,-7,-7,-2,-2,1,35,40,75,35,5,-1,40,3,2,0,,0,9,9,l60a9yvg,,,,,,1
4,b53tarpq,,0,183,183,etfs2,Adios,128.200.135.216,2019-05-01 20:25:35.051203+00:00,1,,,440,4,31,35,1,-1,1,30,1,35,0,18,0,0,0,5,50,36,0,0,,,,,0,116,116,36,36,1,35,40,75,35,5,-1,40,3,2,0,,0,9,9,l60a9yvg,,,,,,1
5,32aoo3sd,,0,184,183,etfs2,Adios,128.200.135.206,2019-05-01 20:25:36.159887+00:00,1,,,597.5,5,236.5,75,12,-1,20,3,1,5,-11,6,-1,30,5,1,10,10,0,0,,,,,0,-13,-13,-1,-1,1,35,40,75,35,5,-1,40,3,2,0,,0,9,9,l60a9yvg,,,,,,1
6,z5gaz9i2,,0,184,183,etfs2,Adios,128.200.135.214,2019-05-01 20:25:36.645351+00:00,1,,,781.5,6,615.5,-255,5,5,35,5,0,0,-10,5,2,40,5,0,0,14,0,0,,,,,0,18,18,4,4,1,35,40,75,35,5,-1,40,3,2,0,,0,9,9,l60a9yvg,,,,,,1
7,3btpnx53,,0,184,183,etfs2,Adios,128.200.135.201,2019-05-01 20:25:38.101479+00:00,1,,,417.5,7,169.5,150,8,-2,0,0,2,25,-6,10,-2,0,0,2,35,16,0,0,,,,,0,20,20,10,10,1,35,40,75,35,5,-1,40,3,2,0,,0,9,9,l60a9yvg,,,,,,1
8,xz7jogl2,,0,184,183,etfs2,Adios,128.200.135.199,2019-05-01 20:25:38.235252+00:00,1,,,413,8,243,0,14,0,0,0,0,0,-14,8,0,0,0,0,0,16,0,0,,,,,0,-2,-2,2,2,1,35,40,75,35,5,-1,40,3,2,0,,0,9,9,l60a9yvg,,,,,,1
9,sgv4wvo7,,0,184,183,etfs2,Adios,128.200.135.209,2019-05-01 20:25:39.767653+00:00,1,,,929.5,9,479.5,35,8,-1,27,3,1,35,-7,7,0,37,2,0,0,14,0,0,,,,,0,6,6,7,7,1,35,40,75,35,5,-1,40,3,2,0,,0,9,9,l60a9yvg,,,,,,1
1,9g62jmyl,,0,184,183,etfs2,Adios,128.200.135.212,2019-05-01 20:25:34.103893+00:00,1,,,581,1,391,64,5,-2,0,0,3,32,3,6,0,0,0,0,0,0,0,0,,,,,0,6,6,3,3,1,32,35,67,32,5,1,35,3,0,0,,0,10,10,l60a9yvg,,,,,,1
2,uw2p1vmt,,0,183,183,etfs2,Adios,128.200.135.218,2019-05-01 20:25:34.377431+00:00,1,,,767,2,580,-35,3,0,30,5,3,37,3,0,1,35,5,0,0,0,0,0,,,,,0,-18,-18,3,3,1,32,35,67,32,5,1,35,3,0,0,,0,10,10,l60a9yvg,,,,,,1
3,nuwqm5dq,,0,184,183,etfs2,Adios,128.200.135.208,2019-05-01 20:25:34.922010+00:00,1,,,704,3,562,0,4,0,0,0,3,40,4,1,0,35,3,0,0,0,0,0,,,,,0,-3,-3,4,4,1,32,35,67,32,5,1,35,3,0,0,,0,10,10,l60a9yvg,,,,,,1
4,b53tarpq,,0,183,183,etfs2,Adios,128.200.135.216,2019-05-01 20:25:35.051203+00:00,1,,,440,4,66,0,0,0,0,1000000,0,0,0,18,0,0,1000000,5,50,0,0,0,,,,,0,116,116,0,0,1,32,35,67,32,5,1,35,3,0,0,,0,10,10,l60a9yvg,,,,,,1
5,32aoo3sd,,0,184,183,etfs2,Adios,128.200.135.206,2019-05-01 20:25:36.159887+00:00,1,,,597.5,5,311.5,67,11,-1,10,2,1,10,10,5,-1,5,1,1,5,0,0,0,,,,,0,-3,-3,10,10,1,32,35,67,32,5,1,35,3,0,0,,0,10,10,l60a9yvg,,,,,,1
6,z5gaz9i2,,0,184,183,etfs2,Adios,128.200.135.214,2019-05-01 20:25:36.645351+00:00,1,,,781.5,6,360.5,-160,10,5,40,5,0,0,15,7,0,0,0,0,0,0,0,0,,,,,0,33,33,15,15,1,32,35,67,32,5,1,35,3,0,0,,0,10,10,l60a9yvg,,,,,,1
7,3btpnx53,,0,184,183,etfs2,Adios,128.200.135.201,2019-05-01 20:25:38.101479+00:00,1,,,417.5,7,319.5,134,6,-2,0,0,2,30,4,8,-2,0,0,2,35,0,0,0,,,,,0,24,24,4,4,1,32,35,67,32,5,1,35,3,0,0,,0,10,10,l60a9yvg,,,,,,1
8,xz7jogl2,,0,184,183,etfs2,Adios,128.200.135.199,2019-05-01 20:25:38.235252+00:00,1,,,413,8,243,0,14,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,,,,,0,12,12,14,14,1,32,35,67,32,5,1,35,3,0,0,,0,10,10,l60a9yvg,,,,,,1
9,sgv4wvo7,,0,184,183,etfs2,Adios,128.200.135.209,2019-05-01 20:25:39.767653+00:00,1,,,929.5,9,514.5,-70,7,0,30,3,0,0,7,7,2,42,2,2,50,0,0,0,,,,,0,13,13,7,7,1,32,35,67,32,5,1,35,3,0,0,,0,10,10,l60a9yvg,,,,,,1
1,9g62jmyl,,0,184,183,etfs2,Adios,128.200.135.212,2019-05-01 20:25:34.103893+00:00,1,,,581,1,455,0,3,0,0,0,1,40,-3,6,0,0,0,0,0,12,0,0,,,,,0,15,15,9,9,1,25,31,56,25,9,-1,31,8,2,0,,0,11,11,l60a9yvg,,,,,,1
2,uw2p1vmt,,0,183,183,etfs2,Adios,128.200.135.218,2019-05-01 20:25:34.377431+00:00,1,,,767,2,545,31,3,0,0,0,2,30,-3,1,-1,30,10,1,30,0,0,0,,,,,0,-21,-21,-3,-3,1,25,31,56,25,9,-1,31,8,2,0,,0,11,11,l60a9yvg,,,,,,1
3,nuwqm5dq,,0,184,183,etfs2,Adios,128.200.135.208,2019-05-01 20:25:34.922010+00:00,1,,,704,3,562,0,4,0,0,0,3,30,-4,1,0,25,3,0,0,2,0,0,,,,,0,-5,-5,-2,-2,1,25,31,56,25,9,-1,31,8,2,0,,0,11,11,l60a9yvg,,,,,,1
4,b53tarpq,,0,183,183,etfs2,Adios,128.200.135.216,2019-05-01 20:25:35.051203+00:00,1,,,440,4,66,-62,0,0,1,2,0,0,0,18,2,32,2,5,40,40,0,0,,,,,0,156,156,40,40,1,25,31,56,25,9,-1,31,8,2,0,,0,11,11,l60a9yvg,,,,,,1
5,32aoo3sd,,0,184,183,etfs2,Adios,128.200.135.206,2019-05-01 20:25:36.159887+00:00,1,,,597.5,5,378.5,87,10,-1,15,1,1,10,-9,4,-2,10,2,2,5,4,0,0,,,,,0,-8,-8,-5,-5,1,25,31,56,25,9,-1,31,8,2,0,,0,11,11,l60a9yvg,,,,,,1
6,z5gaz9i2,,0,184,183,etfs2,Adios,128.200.135.214,2019-05-01 20:25:36.645351+00:00,1,,,781.5,6,200.5,355,15,-8,0,0,10,25,-7,7,-5,0,0,5,30,4,0,0,,,,,0,30,30,-3,-3,1,25,31,56,25,9,-1,31,8,2,0,,0,11,11,l60a9yvg,,,,,,1
7,3btpnx53,,0,184,183,etfs2,Adios,128.200.135.201,2019-05-01 20:25:38.101479+00:00,1,,,417.5,7,453.5,-168,4,3,40,3,0,0,-7,6,3,40,3,0,0,18,0,0,,,,,0,35,35,11,11,1,25,31,56,25,9,-1,31,8,2,0,,0,11,11,l60a9yvg,,,,,,1
8,xz7jogl2,,0,184,183,etfs2,Adios,128.200.135.199,2019-05-01 20:25:38.235252+00:00,1,,,413,8,243,-150,14,6,35,6,6,30,-20,8,0,0,0,0,0,16,0,0,,,,,0,8,8,-4,-4,1,25,31,56,25,9,-1,31,8,2,0,,0,11,11,l60a9yvg,,,,,,1
9,sgv4wvo7,,0,184,183,etfs2,Adios,128.200.135.209,2019-05-01 20:25:39.767653+00:00,1,,,929.5,9,444.5,-93,7,0,0,0,2,30,-7,9,3,35,3,3,38,24,0,0,,,,,0,30,30,17,17,1,25,31,56,25,9,-1,31,8,2,0,,0,11,11,l60a9yvg,,,,,,1
1,9g62jmyl,,0,184,183,etfs2,Adios,128.200.135.212,2019-05-01 20:25:34.103893+00:00,1,,,581,1,455,-84,3,0,0,0,3,30,-3,6,3,33,3,0,0,18,0,0,,,,,0,30,30,15,15,1,20,28,48,20,17,-1,28,13,2,0,,0,12,12,l60a9yvg,,,,,,1
2,uw2p1vmt,,0,183,183,etfs2,Adios,128.200.135.218,2019-05-01 20:25:34.377431+00:00,1,,,767,2,576,-60,3,3,20,10,3,30,-6,0,0,20,10,0,0,0,0,0,,,,,0,-27,-27,-6,-6,1,20,28,48,20,17,-1,28,13,2,0,,0,12,12,l60a9yvg,,,,,,1
3,nuwqm5dq,,0,184,183,etfs2,Adios,128.200.135.208,2019-05-01 20:25:34.922010+00:00,1,,,704,3,562,-84,4,0,0,0,2,25,-4,1,3,31,3,0,0,8,0,0,,,,,0,-1,-1,4,4,1,20,28,48,20,17,-1,28,13,2,0,,0,12,12,l60a9yvg,,,,,,1
4,b53tarpq,,0,183,183,etfs2,Adios,128.200.135.216,2019-05-01 20:25:35.051203+00:00,1,,,440,4,4,0,0,0,0,1000000,0,0,0,20,0,0,0,5,37,40,0,0,,,,,0,196,196,40,40,1,20,28,48,20,17,-1,28,13,2,0,,0,12,12,l60a9yvg,,,,,,1
5,32aoo3sd,,0,184,183,etfs2,Adios,128.200.135.206,2019-05-01 20:25:36.159887+00:00,1,,,597.5,5,465.5,-248,9,4,25,9,5,20,-13,2,6,31,7,1,10,16,0,0,,,,,0,-5,-5,3,3,1,20,28,48,20,17,-1,28,13,2,0,,0,12,12,l60a9yvg,,,,,,1
6,z5gaz9i2,,0,184,183,etfs2,Adios,128.200.135.214,2019-05-01 20:25:36.645351+00:00,1,,,781.5,6,555.5,196,7,-7,0,0,7,20,0,2,-2,0,0,2,25,0,0,0,,,,,0,30,30,0,0,1,20,28,48,20,17,-1,28,13,2,0,,0,12,12,l60a9yvg,,,,,,1
7,3btpnx53,,0,184,183,etfs2,Adios,128.200.135.201,2019-05-01 20:25:38.101479+00:00,1,,,417.5,7,285.5,-100,7,5,30,5,0,0,-12,9,0,0,0,0,0,18,0,0,,,,,0,41,41,6,6,1,20,28,48,20,17,-1,28,13,2,0,,0,12,12,l60a9yvg,,,,,,1
8,xz7jogl2,,0,184,183,etfs2,Adios,128.200.135.199,2019-05-01 20:25:38.235252+00:00,1,,,413,8,93,0,20,0,0,0,0,0,-20,8,0,0,0,0,0,16,0,0,,,,,0,4,4,-4,-4,1,20,28,48,20,17,-1,28,13,2,0,,0,12,12,l60a9yvg,,,,,,1
9,sgv4wvo7,,0,184,183,etfs2,Adios,128.200.135.209,2019-05-01 20:25:39.767653+00:00,1,,,929.5,9,351.5,380,7,-5,0,0,5,19,-2,12,-10,0,0,10,25,4,0,0,,,,,0,32,32,2,2,1,20,28,48,20,17,-1,28,13,2,0,,0,12,12,l60a9yvg,,,,,,1
1,9g62jmyl,,0,184,183,etfs2,Adios,128.200.135.212,2019-05-01 20:25:34.103893+00:00,1,,,581,1,371,0,3,0,0,0,3,17,3,9,0,0,0,0,0,0,0,0,,,,,0,33,33,3,3,1,20,25,45,0,0,1,25,4,0,0,,0,13,13,l60a9yvg,,,,,,1
2,uw2p1vmt,,0,183,183,etfs2,Adios,128.200.135.218,2019-05-01 20:25:34.377431+00:00,1,,,767,2,516,0,6,0,10,30,3,30,6,0,0,10,10,0,0,0,0,0,,,,,0,-21,-21,6,6,1,20,25,45,0,0,1,25,4,0,0,,0,13,13,l60a9yvg,,,,,,1
3,nuwqm5dq,,0,184,183,etfs2,Adios,128.200.135.208,2019-05-01 20:25:34.922010+00:00,1,,,704,3,478,0,4,0,0,0,2,20,4,4,0,0,0,2,28,0,0,0,,,,,0,3,3,4,4,1,20,25,45,0,0,1,25,4,0,0,,0,13,13,l60a9yvg,,,,,,1
4,b53tarpq,,0,183,183,etfs2,Adios,128.200.135.216,2019-05-01 20:25:35.051203+00:00,1,,,440,4,4,0,0,0,1,1,0,0,0,20,0,0,0,5,34,0,0,0,,,,,0,196,196,0,0,1,20,25,45,0,0,1,25,4,0,0,,0,13,13,l60a9yvg,,,,,,1
5,32aoo3sd,,0,184,183,etfs2,Adios,128.200.135.206,2019-05-01 20:25:36.159887+00:00,1,,,597.5,5,217.5,100,13,0,15,5,5,20,13,8,-4,20,7,4,20,0,0,0,,,,,0,8,8,13,13,1,20,25,45,0,0,1,25,4,0,0,,0,13,13,l60a9yvg,,,,,,1
6,z5gaz9i2,,0,184,183,etfs2,Adios,128.200.135.214,2019-05-01 20:25:36.645351+00:00,1,,,781.5,6,751.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,30,30,0,0,1,20,25,45,0,0,1,25,4,0,0,,0,13,13,l60a9yvg,,,,,,1
7,3btpnx53,,0,184,183,etfs2,Adios,128.200.135.201,2019-05-01 20:25:38.101479+00:00,1,,,417.5,7,185.5,-75,12,0,0,0,0,0,12,9,3,30,3,0,0,0,0,0,,,,,0,53,53,12,12,1,20,25,45,0,0,1,25,4,0,0,,0,13,13,l60a9yvg,,,,,,1
8,xz7jogl2,,0,184,183,etfs2,Adios,128.200.135.199,2019-05-01 20:25:38.235252+00:00,1,,,413,8,93,0,20,0,0,0,0,0,20,8,0,0,0,0,0,0,0,0,,,,,0,24,24,20,20,1,20,25,45,0,0,1,25,4,0,0,,0,13,13,l60a9yvg,,,,,,1
9,sgv4wvo7,,0,184,183,etfs2,Adios,128.200.135.209,2019-05-01 20:25:39.767653+00:00,1,,,929.5,9,731.5,-25,2,0,15,2,0,0,2,2,1,25,2,0,0,0,0,0,,,,,0,34,34,2,2,1,20,25,45,0,0,1,25,4,0,0,,0,13,13,l60a9yvg,,,,,,1
1,9g62jmyl,,0,184,183,etfs2,Adios,128.200.135.212,2019-05-01 20:25:34.103893+00:00,1,,,581,1,371,0,3,0,0,0,3,17,-3,9,0,0,0,0,0,18,0,0,,,,,0,48,48,15,15,1,10,25,35,10,6,-1,0,0,2,0,,0,14,14,l60a9yvg,,,,,,1
2,uw2p1vmt,,0,183,183,etfs2,Adios,128.200.135.218,2019-05-01 20:25:34.377431+00:00,1,,,767,2,516,0,6,0,10,30,6,0,-6,0,0,0,0,0,0,0,0,0,,,,,0,-27,-27,-6,-6,1,10,25,35,10,6,-1,0,0,2,0,,0,14,14,l60a9yvg,,,,,,1
3,nuwqm5dq,,0,184,183,etfs2,Adios,128.200.135.208,2019-05-01 20:25:34.922010+00:00,1,,,704,3,478,0,4,0,0,0,2,25,-4,4,0,0,0,2,30,8,0,0,,,,,0,7,7,4,4,1,10,25,35,10,6,-1,0,0,2,0,,0,14,14,l60a9yvg,,,,,,1
4,b53tarpq,,0,183,183,etfs2,Adios,128.200.135.216,2019-05-01 20:25:35.051203+00:00,1,,,440,4,4,0,0,0,0,100,0,0,0,20,0,0,0,5,30,40,0,0,,,,,0,236,236,40,40,1,10,25,35,10,6,-1,0,0,2,0,,0,14,14,l60a9yvg,,,,,,1
5,32aoo3sd,,0,184,183,etfs2,Adios,128.200.135.206,2019-05-01 20:25:36.159887+00:00,1,,,597.5,5,317.5,0,13,0,0,0,0,0,-13,4,0,0,0,0,0,8,0,0,,,,,0,3,3,-5,-5,1,10,25,35,10,6,-1,0,0,2,0,,0,14,14,l60a9yvg,,,,,,1
6,z5gaz9i2,,0,184,183,etfs2,Adios,128.200.135.214,2019-05-01 20:25:36.645351+00:00,1,,,781.5,6,751.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,30,30,0,0,1,10,25,35,10,6,-1,0,0,2,0,,0,14,14,l60a9yvg,,,,,,1
7,3btpnx53,,0,184,183,etfs2,Adios,128.200.135.201,2019-05-01 20:25:38.101479+00:00,1,,,417.5,7,110.5,0,12,0,0,0,2,20,-12,12,0,0,0,2,20,24,0,0,,,,,0,65,65,12,12,1,10,25,35,10,6,-1,0,0,2,0,,0,14,14,l60a9yvg,,,,,,1
8,xz7jogl2,,0,184,183,etfs2,Adios,128.200.135.199,2019-05-01 20:25:38.235252+00:00,1,,,413,8,93,0,20,0,0,0,0,0,-20,8,0,0,0,0,0,16,0,0,,,,,0,20,20,-4,-4,1,10,25,35,10,6,-1,0,0,2,0,,0,14,14,l60a9yvg,,,,,,1
9,sgv4wvo7,,0,184,183,etfs2,Adios,128.200.135.209,2019-05-01 20:25:39.767653+00:00,1,,,929.5,9,706.5,0,2,0,0,0,2,15,-2,3,0,0,0,3,20,6,0,0,,,,,0,38,38,4,4,1,10,25,35,10,6,-1,0,0,2,0,,0,14,14,l60a9yvg,,,,,,1
1,9g62jmyl,,0,184,183,etfs2,Adios,128.200.135.212,2019-05-01 20:25:34.103893+00:00,1,,,581,1,371,0,3,0,0,0,3,12,3,9,0,0,0,0,0,0,0,0,,,,,0,542,542,494,494,1,10,10,20,10,14,1,10,4,0,0,,0,15,15,l60a9yvg,,,,,,1
2,uw2p1vmt,,0,183,183,etfs2,Adios,128.200.135.218,2019-05-01 20:25:34.377431+00:00,1,,,767,2,516,-140,6,14,10,20,6,11,20,0,0,0,0,0,0,0,0,0,,,,,0,569,569,596,596,1,10,10,20,10,14,1,10,4,0,0,,0,15,15,l60a9yvg,,,,,,1
3,nuwqm5dq,,0,184,183,etfs2,Adios,128.200.135.208,2019-05-01 20:25:34.922010+00:00,1,,,704,3,478,-20,4,0,0,0,1,17,4,4,2,15,2,0,0,0,0,0,,,,,0,569,569,562,562,1,10,10,20,10,14,1,10,4,0,0,,0,15,15,l60a9yvg,,,,,,1
4,b53tarpq,,0,183,183,etfs2,Adios,128.200.135.216,2019-05-01 20:25:35.051203+00:00,1,,,440,4,4,0,0,0,0,1,0,0,0,20,0,0,0,15,30,0,0,0,,,,,0,440,440,204,204,1,10,10,20,10,14,1,10,4,0,0,,0,15,15,l60a9yvg,,,,,,1
5,32aoo3sd,,0,184,183,etfs2,Adios,128.200.135.206,2019-05-01 20:25:36.159887+00:00,1,,,597.5,5,317.5,20,13,-2,5,3,2,6,11,4,0,0,0,0,0,0,0,0,,,,,0,501.5,501.5,498.5,498.5,1,10,10,20,10,14,1,10,4,0,0,,0,15,15,l60a9yvg,,,,,,1
6,z5gaz9i2,,0,184,183,etfs2,Adios,128.200.135.214,2019-05-01 20:25:36.645351+00:00,1,,,781.5,6,751.5,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,781.5,781.5,751.5,751.5,1,10,10,20,10,14,1,10,4,0,0,,0,15,15,l60a9yvg,,,,,,1
7,3btpnx53,,0,184,183,etfs2,Adios,128.200.135.201,2019-05-01 20:25:38.101479+00:00,1,,,417.5,7,110.5,140,12,-10,0,0,10,10,2,12,-4,0,0,10,10,0,0,0,,,,,0,417.5,417.5,352.5,352.5,1,10,10,20,10,14,1,10,4,0,0,,0,15,15,l60a9yvg,,,,,,1
8,xz7jogl2,,0,184,183,etfs2,Adios,128.200.135.199,2019-05-01 20:25:38.235252+00:00,1,,,413,8,93,-20,20,0,0,0,0,0,20,8,2,10,2,0,0,0,0,0,,,,,0,413,413,393,393,1,10,10,20,10,14,1,10,4,0,0,,0,15,15,l60a9yvg,,,,,,1
9,sgv4wvo7,,0,184,183,etfs2,Adios,128.200.135.209,2019-05-01 20:25:39.767653+00:00,1,,,929.5,9,706.5,20,2,-2,0,0,2,9,0,3,0,0,0,3,10,0,0,0,,,,,0,794.5,794.5,756.5,756.5,1,10,10,20,10,14,1,10,4,0,0,,0,15,15,l60a9yvg,,,,,,1
1,9g62jmyl,,0,184,183,etfs2,Adios,128.200.135.212,2019-05-01 20:25:34.103893+00:00,1,,,581,1,440,30,8,-2,11,5,4,15,-6,2,0,0,0,0,0,2,0,0,,,,,0,-4,542,-4,0,1,15,25,40,15,5,-1,25,8,1,0,,0,16,1,l60a9yvg,,,,,,1
2,uw2p1vmt,,0,183,183,etfs2,Adios,128.200.135.218,2019-05-01 20:25:34.377431+00:00,1,,,767,2,440,50,8,0,10,20,8,20,-8,2,-2,10,20,2,20,0,0,0,,,,,0,-8,569,-8,0,1,15,25,40,15,5,-1,25,8,1,0,,0,16,1,l60a9yvg,,,,,,1
3,nuwqm5dq,,0,184,183,etfs2,Adios,128.200.135.208,2019-05-01 20:25:34.922010+00:00,1,,,704,3,440,-50,8,0,0,0,2,40,-8,2,2,35,2,0,0,4,0,0,,,,,0,-4,569,-4,0,1,15,25,40,15,5,-1,25,8,1,0,,0,16,1,l60a9yvg,,,,,,1
4,b53tarpq,,0,183,183,etfs2,Adios,128.200.135.216,2019-05-01 20:25:35.051203+00:00,1,,,440,4,396,-25,2,0,10,10,2,20,-2,8,1,25,10,1,40,9,0,0,,,,,0,7,440,7,0,1,15,25,40,15,5,-1,25,8,1,0,,0,16,1,l60a9yvg,,,,,,1
5,32aoo3sd,,0,184,183,etfs2,Adios,128.200.135.206,2019-05-01 20:25:36.159887+00:00,1,,,597.5,5,396,65,2,-1,5,1,1,6,-1,8,-2,5,1,2,10,6,0,0,,,,,0,5,501.5,5,0,1,15,25,40,15,5,-1,25,8,1,0,,0,16,1,l60a9yvg,,,,,,1
6,z5gaz9i2,,0,184,183,etfs2,Adios,128.200.135.214,2019-05-01 20:25:36.645351+00:00,1,,,781.5,6,396,-200,2,5,25,5,0,0,-7,8,5,35,5,0,0,13,0,0,,,,,0,6,781.5,6,0,1,15,25,40,15,5,-1,25,8,1,0,,0,16,1,l60a9yvg,,,,,,1
7,3btpnx53,,0,184,183,etfs2,Adios,128.200.135.201,2019-05-01 20:25:38.101479+00:00,1,,,417.5,7,280,0,10,0,10,5,0,0,-10,10,0,10,5,0,0,10,0,0,,,,,0,0,417.5,0,0,1,15,25,40,15,5,-1,25,8,1,0,,0,16,1,l60a9yvg,,,,,,1
8,xz7jogl2,,0,184,183,etfs2,Adios,128.200.135.199,2019-05-01 20:25:38.235252+00:00,1,,,413,8,280,0,10,0,10,2,0,0,-10,10,0,5,2,0,0,10,0,0,,,,,0,0,413,0,0,1,15,25,40,15,5,-1,25,8,1,0,,0,16,1,l60a9yvg,,,,,,1
9,sgv4wvo7,,0,184,183,etfs2,Adios,128.200.135.209,2019-05-01 20:25:39.767653+00:00,1,,,929.5,9,280,130,10,-2,12,5,2,15,-8,10,-4,18,2,4,25,6,0,0,,,,,0,-2,794.5,-2,0,1,15,25,40,15,5,-1,25,8,1,0,,0,16,1,l60a9yvg,,,,,,1
1,9g62jmyl,,0,184,183,etfs2,Adios,128.200.135.212,2019-05-01 20:25:34.103893+00:00,1,,,581,1,470,80,6,-4,12,4,4,15,2,2,0,27,5,0,0,-2,0,0,,,,,0,-4,542,0,0,1,20,30,50,20,10,1,30,4,-1,0,,0,17,2,l60a9yvg,,,,,,1
2,uw2p1vmt,,0,183,183,etfs2,Adios,128.200.135.218,2019-05-01 20:25:34.377431+00:00,1,,,767,2,490,80,8,-4,16,10,4,20,4,0,0,15,10,0,0,0,0,0,,,,,0,-4,569,4,0,1,20,30,50,20,10,1,30,4,-1,0,,0,17,2,l60a9yvg,,,,,,1
3,nuwqm5dq,,0,184,183,etfs2,Adios,128.200.135.208,2019-05-01 20:25:34.922010+00:00,1,,,704,3,390,60,8,0,0,0,4,25,8,4,-2,0,0,2,30,-2,0,0,,,,,0,2,569,6,0,1,20,30,50,20,10,1,30,4,-1,0,,0,17,2,l60a9yvg,,,,,,1
4,b53tarpq,,0,183,183,etfs2,Adios,128.200.135.216,2019-05-01 20:25:35.051203+00:00,1,,,440,4,371,40,2,-2,0,0,2,20,0,9,0,30,10,3,35,-9,0,0,,,,,0,-2,440,-9,0,1,20,30,50,20,10,1,30,4,-1,0,,0,17,2,l60a9yvg,,,,,,1
5,32aoo3sd,,0,184,183,etfs2,Adios,128.200.135.206,2019-05-01 20:25:36.159887+00:00,1,,,597.5,5,461,60,1,0,10,2,0,0,1,6,-2,10,3,2,10,-4,0,0,,,,,0,2,501.5,-3,0,1,20,30,50,20,10,1,30,4,-1,0,,0,17,2,l60a9yvg,,,,,,1
6,z5gaz9i2,,0,184,183,etfs2,Adios,128.200.135.214,2019-05-01 20:25:36.645351+00:00,1,,,781.5,6,196,-100,7,5,25,5,0,0,12,13,0,30,2,0,0,-13,0,0,,,,,0,5,781.5,-1,0,1,20,30,50,20,10,1,30,4,-1,0,,0,17,2,l60a9yvg,,,,,,1
7,3btpnx53,,0,184,183,etfs2,Adios,128.200.135.201,2019-05-01 20:25:38.101479+00:00,1,,,417.5,7,280,-220,10,5,20,5,0,0,15,10,4,30,5,0,0,-14,0,0,,,,,0,1,417.5,1,0,1,20,30,50,20,10,1,30,4,-1,0,,0,17,2,l60a9yvg,,,,,,1
8,xz7jogl2,,0,184,183,etfs2,Adios,128.200.135.199,2019-05-01 20:25:38.235252+00:00,1,,,413,8,280,0,10,0,0,0,0,0,10,10,0,0,0,0,0,-10,0,0,,,,,0,0,413,0,0,1,20,30,50,20,10,1,30,4,-1,0,,0,17,2,l60a9yvg,,,,,,1
9,sgv4wvo7,,0,184,183,etfs2,Adios,128.200.135.209,2019-05-01 20:25:39.767653+00:00,1,,,929.5,9,410,0,8,0,18,2,0,0,8,6,0,30,3,0,0,-6,0,0,,,,,0,0,794.5,2,0,1,20,30,50,20,10,1,30,4,-1,0,,0,17,2,l60a9yvg,,,,,,1
1,9g62jmyl,,0,184,183,etfs2,Adios,128.200.135.212,2019-05-01 20:25:34.103893+00:00,1,,,581,1,550,-160,2,0,15,3,0,0,-2,2,5,40,5,0,0,7,0,0,,,,,0,1,542,5,0,1,19,32,51,19,10,-1,32,12,1,0,,0,18,3,l60a9yvg,,,,,,1
2,uw2p1vmt,,0,183,183,etfs2,Adios,128.200.135.218,2019-05-01 20:25:34.377431+00:00,1,,,767,2,570,-133,4,7,19,10,4,25,-11,0,0,25,10,0,0,0,0,0,,,,,0,-15,569,-11,0,1,19,32,51,19,10,-1,32,12,1,0,,0,18,3,l60a9yvg,,,,,,1
3,nuwqm5dq,,0,184,183,etfs2,Adios,128.200.135.208,2019-05-01 20:25:34.922010+00:00,1,,,704,3,450,0,8,0,0,0,4,30,-8,2,0,20,2,0,0,2,0,0,,,,,0,-4,569,-6,0,1,19,32,51,19,10,-1,32,12,1,0,,0,18,3,l60a9yvg,,,,,,1
4,b53tarpq,,0,183,183,etfs2,Adios,128.200.135.216,2019-05-01 20:25:35.051203+00:00,1,,,440,4,411,-64,0,0,10,1,0,0,0,9,2,32,12,3,40,11,0,0,,,,,0,9,440,11,0,1,19,32,51,19,10,-1,32,12,1,0,,0,18,3,l60a9yvg,,,,,,1
5,32aoo3sd,,0,184,183,etfs2,Adios,128.200.135.206,2019-05-01 20:25:36.159887+00:00,1,,,597.5,5,521,64,1,0,15,5,0,0,-1,4,-2,25,3,2,20,2,0,0,,,,,0,3,501.5,1,0,1,19,32,51,19,10,-1,32,12,1,0,,0,18,3,l60a9yvg,,,,,,1
