participant.id_in_session,participant.code,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.cash,player.delta_cash,player.n_a,player.t_a,player.bida,player.nbida,player.naska,player.aska,player.di_a,player.n_b,player.t_b,player.bidb,player.nbidb,player.naskb,player.askb,player.di_b,player.n_c,player.t_c,player.bidc,player.nbidc,player.naskc,player.askc,player.di_c,player.cum_payoff,player.cum_payoff_topay,player.pay_display,player.payoff,group.id_in_subsession,group.nav_a,group.nav_b,group.nav,group.p_a,group.q_a,group.d_a,group.p_b,group.q_b,group.d_b,group.p_c,group.q_c,group.d_c,subsession.round_number,subsession.ronda,session.code
8,h6pgmbw9,0,184,183,etfs,Adios,128.200.135.218,2018-10-24 20:23:08.845384+00:00,1,,,926.1,8,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,50,1,1,62,9,9,9,9,9,1,27,28,55,27,3,1,28,2,0,61.26,2,1,8,8,clpcm192
9,ck0yqaql,0,184,183,etfs,Adios,128.200.135.199,2018-10-24 20:23:08.956154+00:00,1,,,495,9,328,0,9,0,0,0,3,30,9,2,0,0,0,2,33,0,4,0,0,0,0,0,4,7,7,13,13,1,27,28,55,27,3,1,28,2,0,61.26,2,1,8,8,clpcm192
1,avnydzjr,0,184,183,etfs,Adios,128.200.135.214,2018-10-24 20:23:03.485505+00:00,1,,,493,1,402,-108,5,0,0,0,0,0,-5,2,4,29,4,0,0,12,1,0,0,0,0,0,1,20,20,8,8,1,27,27,54,0,0,-1,27,5,2,65,5,1,9,9,clpcm192
2,n0wkni47,0,183,183,etfs,Adios,128.200.135.208,2018-10-24 20:23:04.137892+00:00,1,,,652.9,2,35.74,65,2,0,0,0,2,26.99,-2,4,0,0,0,1,27.11,8,9,-1,0,0,1,61.2,8,39,39,14,14,1,27,27,54,0,0,-1,27,5,2,65,5,1,9,9,clpcm192
3,0hcfd9ib,0,183,183,etfs,Adios,128.200.135.201,2018-10-24 20:23:04.086929+00:00,1,,,434.9,3,432.96,-271,7,0,0,0,6,26.99,-7,3,-2,0,0,2,27,2,0,5,65,5,0,0,5,16,16,0,0,1,27,27,54,0,0,-1,27,5,2,65,5,1,9,9,clpcm192
4,l3xbnn7g,0,184,183,etfs,Adios,128.200.135.206,2018-10-24 20:23:05.465932+00:00,1,,,728.7,4,469.74,-27,0,0,0,0,0,0,0,5,1,28,1,0,0,12,1,0,0,0,0,0,1,7,7,13,13,1,27,27,54,0,0,-1,27,5,2,65,5,1,9,9,clpcm192
5,ih5zksdd,0,183,183,etfs,Adios,128.200.135.209,2018-10-24 20:23:05.463967+00:00,1,,,705.1,5,287,0,4,0,0,0,2,26,-4,3,0,0,0,0,0,6,4,0,0,0,0,0,4,2,2,6,6,1,27,27,54,0,0,-1,27,5,2,65,5,1,9,9,clpcm192
6,1bjrkr2b,0,184,183,etfs,Adios,128.200.135.212,2018-10-24 20:23:06.293803+00:00,1,,,726,6,570,0,0,0,0,0,0,0,0,5,0,0,0,2,33,10,0,0,0,0,0,0,0,1,1,10,10,1,27,27,54,0,0,-1,27,5,2,65,5,1,9,9,clpcm192
7,xlafzq6t,0,184,183,etfs,Adios,128.200.135.216,2018-10-24 20:23:08.102184+00:00,1,,,667.3,7,477.55,81,3,0,0,0,2,26,-3,6,-3,0,0,4,27,6,2,0,0,0,0,0,2,15,15,5,5,1,27,27,54,0,0,-1,27,5,2,65,5,1,9,9,clpcm192
8,h6pgmbw9,0,184,183,etfs,Adios,128.200.135.218,2018-10-24 20:23:08.845384+00:00,1,,,926.1,8,345,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-2,0,0,2,60,7,16,16,7,7,1,27,27,54,0,0,-1,27,5,2,65,5,1,9,9,clpcm192
9,ck0yqaql,0,184,183,etfs,Adios,128.200.135.199,2018-10-24 20:23:08.956154+00:00,1,,,495,9,328,130,9,0,0,0,3,30,-9,2,0,0,0,1,28,4,4,-2,0,0,2,65,2,4,4,-3,-3,1,27,27,54,0,0,-1,27,5,2,65,5,1,9,9,clpcm192
1,avnydzjr,0,184,183,etfs,Adios,128.200.135.214,2018-10-24 20:23:03.485505+00:00,1,,,493,1,294,-75,5,3,27,3,0,0,-8,6,0,0,0,2,28,12,1,0,0,0,0,0,1,25,25,5,5,1,25,26.99,51.99,25,3,-1,26.99,4,2,65.1,3,1,10,10,clpcm192
2,n0wkni47,0,183,183,etfs,Adios,128.200.135.208,2018-10-24 20:23:04.137892+00:00,1,,,652.9,2,100.74,142.09,2,-2,0,0,2,10,0,4,-1,0,0,4,26.99,6,8,-1,0,0,2,65.1,7,52,52,13,13,1,25,26.99,51.99,25,3,-1,26.99,4,2,65.1,3,1,10,10,clpcm192
3,0hcfd9ib,0,183,183,etfs,Adios,128.200.135.201,2018-10-24 20:23:04.086929+00:00,1,,,434.9,3,161.96,0,7,0,0,0,6,28,-7,1,0,25,2,1,29,2,5,0,64,1,4,69.99,5,16,16,0,0,1,25,26.99,51.99,25,3,-1,26.99,4,2,65.1,3,1,10,10,clpcm192
4,l3xbnn7g,0,184,183,etfs,Adios,128.200.135.206,2018-10-24 20:23:05.465932+00:00,1,,,728.7,4,442.74,0,0,0,0,0,0,0,0,6,0,0,0,3,35,12,1,0,0,0,0,0,1,20,20,13,13,1,25,26.99,51.99,25,3,-1,26.99,4,2,65.1,3,1,10,10,clpcm192
5,ih5zksdd,0,183,183,etfs,Adios,128.200.135.209,2018-10-24 20:23:05.463967+00:00,1,,,705.1,5,287,144.08,4,-1,0,0,2,25,-3,3,-2,0,0,2,26,2,4,-1,0,0,1,64,3,4,4,2,2,1,25,26.99,51.99,25,3,-1,26.99,4,2,65.1,3,1,10,10,clpcm192
6,1bjrkr2b,0,184,183,etfs,Adios,128.200.135.212,2018-10-24 20:23:06.293803+00:00,1,,,726,6,570,0,0,0,0,0,0,0,0,5,0,0,0,2,29.5,10,0,0,0,0,0,0,0,11,11,10,10,1,25,26.99,51.99,25,3,-1,26.99,4,2,65.1,3,1,10,10,clpcm192
7,xlafzq6t,0,184,183,etfs,Adios,128.200.135.216,2018-10-24 20:23:08.102184+00:00,1,,,667.3,7,558.55,-303.26,3,0,0,0,0,0,-3,3,4,28,4,0,0,14,2,3,66,3,0,0,5,31,31,16,16,1,25,26.99,51.99,25,3,-1,26.99,4,2,65.1,3,1,10,10,clpcm192
8,h6pgmbw9,0,184,183,etfs,Adios,128.200.135.218,2018-10-24 20:23:08.845384+00:00,1,,,926.1,8,475,65.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,0,1,65,6,22,22,6,6,1,25,26.99,51.99,25,3,-1,26.99,4,2,65.1,3,1,10,10,clpcm192
9,ck0yqaql,0,184,183,etfs,Adios,128.200.135.199,2018-10-24 20:23:08.956154+00:00,1,,,495,9,458,26.99,9,0,0,0,2,26.5,-9,2,-1,23,4,1,25,2,2,0,10,2,1,68,2,-1,-1,-5,-5,1,25,26.99,51.99,25,3,-1,26.99,4,2,65.1,3,1,10,10,clpcm192
1,avnydzjr,0,184,183,etfs,Adios,128.200.135.214,2018-10-24 20:23:03.485505+00:00,1,,,493,1,219,0,8,0,0,0,3,25,-8,6,0,0,0,5,27,12,1,0,65,1,0,0,1,30,30,5,5,1,25,26,51,25,5,-1,26,4,2,65.1,1,1,11,11,clpcm192
2,n0wkni47,0,183,183,etfs,Adios,128.200.135.208,2018-10-24 20:23:04.137892+00:00,1,,,652.9,2,242.83,40.1,0,1,25,1,0,0,-1,3,0,0,0,3,27,6,7,-1,0,0,2,65.1,6,63,63,11,11,1,25,26,51,25,5,-1,26,4,2,65.1,1,1,11,11,clpcm192
3,0hcfd9ib,0,183,183,etfs,Adios,128.200.135.201,2018-10-24 20:23:04.086929+00:00,1,,,434.9,3,161.96,-43.1,7,-4,0,0,6,25,-3,1,3,28,3,1,30,8,5,1,67,1,4,69.99,6,27,27,11,11,1,25,26,51,25,5,-1,26,4,2,65.1,1,1,11,11,clpcm192
4,l3xbnn7g,0,184,183,etfs,Adios,128.200.135.206,2018-10-24 20:23:05.465932+00:00,1,,,728.7,4,442.74,0,0,0,0,0,0,0,0,6,0,0,0,3,27,12,1,0,0,0,0,0,1,33,33,13,13,1,25,26,51,25,5,-1,26,4,2,65.1,1,1,11,11,clpcm192
5,ih5zksdd,0,183,183,etfs,Adios,128.200.135.209,2018-10-24 20:23:05.463967+00:00,1,,,705.1,5,431.08,25,3,-1,0,0,1,25,-2,1,0,23,1,0,0,2,3,0,0,0,0,0,3,7,7,3,3,1,25,26,51,25,5,-1,26,4,2,65.1,1,1,11,11,clpcm192
6,1bjrkr2b,0,184,183,etfs,Adios,128.200.135.212,2018-10-24 20:23:06.293803+00:00,1,,,726,6,570,0,0,0,0,0,0,0,0,5,0,0,0,2,29.5,10,0,0,0,0,0,0,0,21,21,10,10,1,25,26,51,25,5,-1,26,4,2,65.1,1,1,11,11,clpcm192
7,xlafzq6t,0,184,183,etfs,Adios,128.200.135.216,2018-10-24 20:23:08.102184+00:00,1,,,667.3,7,255.29,4,3,4,26,4,0,0,-7,7,-4,0,0,4,25,6,5,0,0,0,0,0,5,35,35,4,4,1,25,26,51,25,5,-1,26,4,2,65.1,1,1,11,11,clpcm192
8,h6pgmbw9,0,184,183,etfs,Adios,128.200.135.218,2018-10-24 20:23:08.845384+00:00,1,,,926.1,8,540.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,65.1,6,28,28,6,6,1,25,26,51,25,5,-1,26,4,2,65.1,1,1,11,11,clpcm192
9,ck0yqaql,0,184,183,etfs,Adios,128.200.135.199,2018-10-24 20:23:08.956154+00:00,1,,,495,9,484.99,-26,9,0,0,0,3,26,-9,1,1,26,4,0,0,4,2,0,0,0,0,0,2,-4,-4,-3,-3,1,25,26,51,25,5,-1,26,4,2,65.1,1,1,11,11,clpcm192
1,avnydzjr,0,184,183,etfs,Adios,128.200.135.214,2018-10-24 20:23:03.485505+00:00,1,,,493,1,219,0,8,0,0,0,4,25,8,6,0,0,0,0,0,0,1,0,50,1,0,0,1,39,39,9,9,1,25,27,52,0,0,1,27,4,0,65,3,1,12,12,clpcm192
2,n0wkni47,0,183,183,etfs,Adios,128.200.135.208,2018-10-24 20:23:04.137892+00:00,1,,,652.9,2,282.93,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,6,0,0,0,2,65.15,6,70,70,7,7,1,25,27,52,0,0,1,27,4,0,65,3,1,12,12,clpcm192
3,0hcfd9ib,0,183,183,etfs,Adios,128.200.135.201,2018-10-24 20:23:04.086929+00:00,1,,,434.9,3,118.86,-65,3,0,0,0,0,0,3,4,0,27,1,0,31,0,6,1,65.11,1,2,70,7,37,37,10,10,1,25,27,52,0,0,1,27,4,0,65,3,1,12,12,clpcm192
4,l3xbnn7g,0,184,183,etfs,Adios,128.200.135.206,2018-10-24 20:23:05.465932+00:00,1,,,728.7,4,442.74,81,0,0,0,0,0,0,0,6,-3,0,0,3,25.5,0,1,0,0,0,0,0,1,34,34,1,1,1,25,27,52,0,0,1,27,4,0,65,3,1,12,12,clpcm192
5,ih5zksdd,0,183,183,etfs,Adios,128.200.135.209,2018-10-24 20:23:05.463967+00:00,1,,,705.1,5,456.08,92,2,0,0,0,1,25,2,1,-1,0,0,1,26,0,3,-1,0,0,1,65,2,11,11,4,4,1,25,27,52,0,0,1,27,4,0,65,3,1,12,12,clpcm192
6,1bjrkr2b,0,184,183,etfs,Adios,128.200.135.212,2018-10-24 20:23:06.293803+00:00,1,,,726,6,570,0,0,0,0,0,0,0,0,5,0,0,0,3,29.5,0,0,0,0,0,0,0,0,21,21,0,0,1,25,27,52,0,0,1,27,4,0,65,3,1,12,12,clpcm192
7,xlafzq6t,0,184,183,etfs,Adios,128.200.135.216,2018-10-24 20:23:08.102184+00:00,1,,,667.3,7,259.29,-108,7,0,0,0,4,23,7,3,4,27,4,0,0,0,5,0,0,0,0,0,5,47,47,12,12,1,25,27,52,0,0,1,27,4,0,65,3,1,12,12,clpcm192
8,h6pgmbw9,0,184,183,etfs,Adios,128.200.135.218,2018-10-24 20:23:08.845384+00:00,1,,,926.1,8,540.1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-2,0,0,2,59,4,32,32,4,4,1,25,27,52,0,0,1,27,4,0,65,3,1,12,12,clpcm192
9,ck0yqaql,0,184,183,etfs,Adios,128.200.135.199,2018-10-24 20:23:08.956154+00:00,1,,,495,9,458.99,-130,9,0,0,0,4,30,9,2,0,26,4,0,0,0,2,2,65,3,0,0,4,9,9,13,13,1,25,27,52,0,0,1,27,4,0,65,3,1,12,12,clpcm192
1,avnydzjr,0,184,183,etfs,Adios,128.200.135.214,2018-10-24 20:23:03.485505+00:00,1,,,493,1,219,-65,8,0,0,0,0,0,8,6,0,0,0,4,27,0,1,1,65,3,0,0,2,49,49,10,10,1,25,26.5,51.5,0,0,1,26.5,4,0,65,1,1,13,13,clpcm192
2,n0wkni47,0,183,183,etfs,Adios,128.200.135.208,2018-10-24 20:23:04.137892+00:00,1,,,652.9,2,282.93,0,1,0,0,0,0,0,1,3,0,0,0,2,27,0,6,0,0,0,2,65.1,6,77,77,7,7,1,25,26.5,51.5,0,0,1,26.5,4,0,65,1,1,13,13,clpcm192
3,0hcfd9ib,0,183,183,etfs,Adios,128.200.135.201,2018-10-24 20:23:04.086929+00:00,1,,,434.9,3,53.86,0,3,0,10,1,0,0,3,4,0,26,1,2,28,0,7,0,0,0,2,65.99,7,47,47,10,10,1,25,26.5,51.5,0,0,1,26.5,4,0,65,1,1,13,13,clpcm192
4,l3xbnn7g,0,184,183,etfs,Adios,128.200.135.206,2018-10-24 20:23:05.465932+00:00,1,,,728.7,4,523.74,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,35,35,1,1,1,25,26.5,51.5,0,0,1,26.5,4,0,65,1,1,13,13,clpcm192
5,ih5zksdd,0,183,183,etfs,Adios,128.200.135.209,2018-10-24 20:23:05.463967+00:00,1,,,705.1,5,548.08,0,2,0,0,0,1,25,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,15,15,4,4,1,25,26.5,51.5,0,0,1,26.5,4,0,65,1,1,13,13,clpcm192
6,1bjrkr2b,0,184,183,etfs,Adios,128.200.135.212,2018-10-24 20:23:06.293803+00:00,1,,,726,6,570,0,0,0,0,0,0,0,0,5,0,0,0,2,27.5,0,0,0,0,0,0,0,0,21,21,0,0,1,25,26.5,51.5,0,0,1,26.5,4,0,65,1,1,13,13,clpcm192
7,xlafzq6t,0,184,183,etfs,Adios,128.200.135.216,2018-10-24 20:23:08.102184+00:00,1,,,667.3,7,151.29,106,7,0,0,0,4,24,7,7,-4,0,0,4,25,0,5,0,0,0,0,0,5,59,59,12,12,1,25,26.5,51.5,0,0,1,26.5,4,0,65,1,1,13,13,clpcm192
8,h6pgmbw9,0,184,183,etfs,Adios,128.200.135.218,2018-10-24 20:23:08.845384+00:00,1,,,926.1,8,670.1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,1,63,3,35,35,3,3,1,25,26.5,51.5,0,0,1,26.5,4,0,65,1,1,13,13,clpcm192
9,ck0yqaql,0,184,183,etfs,Adios,128.200.135.199,2018-10-24 20:23:08.956154+00:00,1,,,495,9,328.99,-106,9,0,0,0,5,26,9,2,4,27,4,1,30,0,4,0,0,0,0,0,4,22,22,13,13,1,25,26.5,51.5,0,0,1,26.5,4,0,65,1,1,13,13,clpcm192
1,avnydzjr,0,184,183,etfs,Adios,128.200.135.214,2018-10-24 20:23:03.485505+00:00,1,,,493,1,154,0,8,0,0,0,0,0,8,6,0,0,0,4,27,0,2,0,0,0,1,52,2,59,59,10,10,1,25,26.5,51.5,0,0,1,0,0,0,0,0,1,14,14,clpcm192
2,n0wkni47,0,183,183,etfs,Adios,128.200.135.208,2018-10-24 20:23:04.137892+00:00,1,,,652.9,2,282.93,0,1,0,0,0,0,0,1,3,0,0,0,2,26.4,0,6,0,0,0,2,65,6,84,84,7,7,1,25,26.5,51.5,0,0,1,0,0,0,0,0,1,14,14,clpcm192
3,0hcfd9ib,0,183,183,etfs,Adios,128.200.135.201,2018-10-24 20:23:04.086929+00:00,1,,,434.9,3,53.86,0,3,0,0,0,2,23,3,4,0,0,0,3,30,0,7,0,0,0,4,66.99,7,57,57,10,10,1,25,26.5,51.5,0,0,1,0,0,0,0,0,1,14,14,clpcm192
4,l3xbnn7g,0,184,183,etfs,Adios,128.200.135.206,2018-10-24 20:23:05.465932+00:00,1,,,728.7,4,523.74,0,0,0,0,0,0,0,0,3,0,0,0,1,26,0,1,0,0,0,0,0,1,36,36,1,1,1,25,26.5,51.5,0,0,1,0,0,0,0,0,1,14,14,clpcm192
5,ih5zksdd,0,183,183,etfs,Adios,128.200.135.209,2018-10-24 20:23:05.463967+00:00,1,,,705.1,5,548.08,0,2,0,0,0,1,23,2,0,0,0,0,0,0,0,2,0,0,0,1,64,2,19,19,4,4,1,25,26.5,51.5,0,0,1,0,0,0,0,0,1,14,14,clpcm192
6,1bjrkr2b,0,184,183,etfs,Adios,128.200.135.212,2018-10-24 20:23:06.293803+00:00,1,,,726,6,570,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,1,25,26.5,51.5,0,0,1,0,0,0,0,0,1,14,14,clpcm192
7,xlafzq6t,0,184,183,etfs,Adios,128.200.135.216,2018-10-24 20:23:08.102184+00:00,1,,,667.3,7,257.29,0,7,0,0,0,4,23,7,3,0,0,0,0,0,0,5,0,0,0,0,0,5,71,71,12,12,1,25,26.5,51.5,0,0,1,0,0,0,0,0,1,14,14,clpcm192
8,h6pgmbw9,0,184,183,etfs,Adios,128.200.135.218,2018-10-24 20:23:08.845384+00:00,1,,,926.1,8,735.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,64.5,3,38,38,3,3,1,25,26.5,51.5,0,0,1,0,0,0,0,0,1,14,14,clpcm192
9,ck0yqaql,0,184,183,etfs,Adios,128.200.135.199,2018-10-24 20:23:08.956154+00:00,1,,,495,9,222.99,0,9,0,0,0,2,25,9,6,0,0,0,2,27,0,4,0,0,0,1,65,4,35,35,13,13,1,25,26.5,51.5,0,0,1,0,0,0,0,0,1,14,14,clpcm192
1,avnydzjr,0,184,183,etfs,Adios,128.200.135.214,2018-10-24 20:23:03.485505+00:00,1,,,493,1,154,-50,8,0,0,0,4,25,-8,6,2,26,2,0,0,16,2,0,0,0,1,60,2,373,373,314,314,1,25,25,50,0,0,-1,25,3,2,50,1,1,15,15,clpcm192
2,n0wkni47,0,183,183,etfs,Adios,128.200.135.208,2018-10-24 20:23:04.137892+00:00,1,,,652.9,2,282.93,100,1,0,0,0,0,0,-1,3,-2,0,0,2,20,2,6,-1,0,0,5,50,5,592.9,592.9,508.9,508.9,1,25,25,50,0,0,-1,25,3,2,50,1,1,15,15,clpcm192
3,0hcfd9ib,0,183,183,etfs,Adios,128.200.135.201,2018-10-24 20:23:04.086929+00:00,1,,,434.9,3,53.86,0,3,0,0,0,0,0,-3,4,0,0,0,0,0,8,7,0,0,0,0,0,7,332.9,332.9,275.9,275.9,1,25,25,50,0,0,-1,25,3,2,50,1,1,15,15,clpcm192
4,l3xbnn7g,0,184,183,etfs,Adios,128.200.135.206,2018-10-24 20:23:05.465932+00:00,1,,,728.7,4,523.74,25,0,0,0,0,0,0,0,3,-1,0,0,1,25,4,1,0,0,0,0,0,1,629.7,629.7,593.7,593.7,1,25,25,50,0,0,-1,25,3,2,50,1,1,15,15,clpcm192
5,ih5zksdd,0,183,183,etfs,Adios,128.200.135.209,2018-10-24 20:23:05.463967+00:00,1,,,705.1,5,548.08,-75,2,0,0,0,0,0,-2,0,1,25,1,0,0,2,2,1,60,1,0,0,3,585.1,585.1,566.1,566.1,1,25,25,50,0,0,-1,25,3,2,50,1,1,15,15,clpcm192
6,1bjrkr2b,0,184,183,etfs,Adios,128.200.135.212,2018-10-24 20:23:06.293803+00:00,1,,,726,6,570,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,651,651,630,630,1,25,25,50,0,0,-1,25,3,2,50,1,1,15,15,clpcm192
7,xlafzq6t,0,184,183,etfs,Adios,128.200.135.216,2018-10-24 20:23:08.102184+00:00,1,,,667.3,7,257.29,0,7,0,0,0,0,0,-7,3,0,0,0,0,0,6,5,0,0,0,0,0,5,532.3,532.3,461.3,461.3,1,25,25,50,0,0,-1,25,3,2,50,1,1,15,15,clpcm192
8,h6pgmbw9,0,184,183,etfs,Adios,128.200.135.218,2018-10-24 20:23:08.845384+00:00,1,,,926.1,8,735.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,50,3,836.1,836.1,798.1,798.1,1,25,25,50,0,0,-1,25,3,2,50,1,1,15,15,clpcm192
9,ck0yqaql,0,184,183,etfs,Adios,128.200.135.199,2018-10-24 20:23:08.956154+00:00,1,,,495,9,222.99,0,9,0,0,0,4,29,-9,6,0,0,0,4,30,12,4,0,0,0,2,60,4,495,495,460,460,1,25,25,50,0,0,-1,25,3,2,50,1,1,15,15,clpcm192
1,avnydzjr,0,184,183,etfs,Adios,128.200.135.214,2018-10-24 20:23:03.485505+00:00,1,,,493,1,440,-60,8,0,0,0,3,25,-8,2,2,30,3,0,0,4,0,0,45,2,0,0,0,-4,373,-4,0,1,20.15,30,50.15,20.15,4,-1,30,7,1,0,0,0,16,1,clpcm192
2,n0wkni47,0,183,183,etfs,Adios,128.200.135.208,2018-10-24 20:23:04.137892+00:00,1,,,652.9,2,440,110.6,8,-4,0,0,7,20.15,-4,2,-1,0,0,1,25,1,0,0,55,5,0,0,0,-3,592.9,-3,0,1,20.15,30,50.15,20.15,4,-1,30,7,1,0,0,0,16,1,clpcm192
3,0hcfd9ib,0,183,183,etfs,Adios,128.200.135.201,2018-10-24 20:23:04.086929+00:00,1,,,434.9,3,440,-150,8,0,0,0,0,0,-8,2,5,30,5,2,40,7,0,0,45,5,0,0,0,-1,332.9,-1,0,1,20.15,30,50.15,20.15,4,-1,30,7,1,0,0,0,16,1,clpcm192
4,l3xbnn7g,0,184,183,etfs,Adios,128.200.135.206,2018-10-24 20:23:05.465932+00:00,1,,,728.7,4,396,0,2,0,0,0,0,0,-2,8,0,0,0,4,40,8,0,0,45,3,0,0,0,6,629.7,6,0,1,20.15,30,50.15,20.15,4,-1,30,7,1,0,0,0,16,1,clpcm192
5,ih5zksdd,0,183,183,etfs,Adios,128.200.135.209,2018-10-24 20:23:05.463967+00:00,1,,,705.1,5,396,120,2,0,0,0,0,0,-2,8,-4,0,0,4,30,4,0,0,55,3,0,0,0,2,585.1,2,0,1,20.15,30,50.15,20.15,4,-1,30,7,1,0,0,0,16,1,clpcm192
6,1bjrkr2b,0,184,183,etfs,Adios,128.200.135.212,2018-10-24 20:23:06.293803+00:00,1,,,726,6,396,60,2,0,0,0,0,0,-2,8,-2,0,0,2,30,6,0,0,0,0,0,0,0,4,651,4,0,1,20.15,30,50.15,20.15,4,-1,30,7,1,0,0,0,16,1,clpcm192
7,xlafzq6t,0,184,183,etfs,Adios,128.200.135.216,2018-10-24 20:23:08.102184+00:00,1,,,667.3,7,280,-80.6,0,4,25,4,0,0,-4,0,0,25,3,0,0,0,10,0,0,0,0,0,0,-4,532.3,-4,0,1,20.15,30,50.15,20.15,4,-1,30,7,1,0,0,0,16,1,clpcm192
8,h6pgmbw9,0,184,183,etfs,Adios,128.200.135.218,2018-10-24 20:23:08.845384+00:00,1,,,926.1,8,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,65,0,0,836.1,0,0,1,20.15,30,50.15,20.15,4,-1,30,7,1,0,0,0,16,1,clpcm192
9,ck0yqaql,0,184,183,etfs,Adios,128.200.135.199,2018-10-24 20:23:08.956154+00:00,1,,,495,9,280,0,0,0,15,2,0,0,0,0,0,20,2,0,0,0,10,0,0,0,0,0,0,0,495,0,0,1,20.15,30,50.15,20.15,4,-1,30,7,1,0,0,0,16,1,clpcm192
1,avnydzjr,0,184,183,etfs,Adios,128.200.135.214,2018-10-24 20:23:03.485505+00:00,1,,,493,1,380,-27.03,8,-3,0,0,3,20,-5,4,3,30,5,0,0,7,0,0,0,0,0,0,0,-2,373,2,0,1,20.99,30,50.99,20.99,7,-1,30,6,1,51,3,0,17,2,clpcm192
2,n0wkni47,0,183,183,etfs,Adios,128.200.135.208,2018-10-24 20:23:04.137892+00:00,1,,,652.9,2,550.6,20.99,4,-1,0,0,3,20.99,-3,1,0,0,0,0,0,1,0,0,50.99,2,0,0,0,-5,592.9,-2,0,1,20.99,30,50.99,20.99,7,-1,30,6,1,51,3,0,17,2,clpcm192
3,0hcfd9ib,0,183,183,etfs,Adios,128.200.135.201,2018-10-24 20:23:04.086929+00:00,1,,,434.9,3,290,0,8,0,0,0,0,0,-8,7,0,0,0,0,0,7,0,0,50.17,2,0,0,0,-2,332.9,-1,0,1,20.99,30,50.99,20.99,7,-1,30,6,1,51,3,0,17,2,clpcm192
4,l3xbnn7g,0,184,183,etfs,Adios,128.200.135.206,2018-10-24 20:23:05.465932+00:00,1,,,728.7,4,396,-33,2,0,0,0,0,0,-2,8,-4,0,0,4,30,4,0,3,55,3,0,0,0,8,629.7,2,0,1,20.99,30,50.99,20.99,7,-1,30,6,1,51,3,0,17,2,clpcm192
5,ih5zksdd,0,183,183,etfs,Adios,128.200.135.209,2018-10-24 20:23:05.463967+00:00,1,,,705.1,5,516,80.99,2,-1,0,0,1,20,-1,4,-2,0,0,2,30,2,0,0,50,1,0,0,0,3,585.1,1,0,1,20.99,30,50.99,20.99,7,-1,30,6,1,51,3,0,17,2,clpcm192
6,1bjrkr2b,0,184,183,etfs,Adios,128.200.135.212,2018-10-24 20:23:06.293803+00:00,1,,,726,6,456,0,2,0,0,0,0,0,-2,6,0,0,0,2,31,6,0,0,0,0,0,0,0,8,651,4,0,1,20.99,30,50.99,20.99,7,-1,30,6,1,51,3,0,17,2,clpcm192
7,xlafzq6t,0,184,183,etfs,Adios,128.200.135.216,2018-10-24 20:23:08.102184+00:00,1,,,667.3,7,199.4,-8.99,4,1,21,3,2,20,-5,0,3,31,3,0,0,3,10,-2,0,0,4,51,0,-6,532.3,-2,0,1,20.99,30,50.99,20.99,7,-1,30,6,1,51,3,0,17,2,clpcm192
8,h6pgmbw9,0,184,183,etfs,Adios,128.200.135.218,2018-10-24 20:23:08.845384+00:00,1,,,926.1,8,280,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,1,50,0,0,836.1,0,0,1,20.99,30,50.99,20.99,7,-1,30,6,1,51,3,0,17,2,clpcm192
9,ck0yqaql,0,184,183,etfs,Adios,128.200.135.199,2018-10-24 20:23:08.956154+00:00,1,,,495,9,280,-83.96,0,4,21,4,0,0,-4,0,0,30,6,0,0,0,10,0,0,0,0,0,0,-4,495,-4,0,1,20.99,30,50.99,20.99,7,-1,30,6,1,51,3,0,17,2,clpcm192
1,avnydzjr,0,184,183,etfs,Adios,128.200.135.214,2018-10-24 20:23:03.485505+00:00,1,,,493,1,352.97,150,5,0,0,0,0,0,-5,7,-5,0,0,6,30,2,0,0,50,3,0,0,0,-5,373,-3,0,1,20.99,30,50.99,0,0,-1,30,6,1,52.13,4,0,18,3,clpcm192
